Gene name	TranscriptID	Chromosome	Transcript length	GC Content	GC Stretch	Missing exon	Deleted exon	TOGA status
PIGP	XM_012544330.3	NC_045428.1	405	35.56	3.3	No	No	I
PIGQ	XM_031945714.1	NC_045426.1	1737	47.78	3.63235294117647	No	No	I
PIGR	XM_012547830.3	NC_045429.1	2193	48.11	3.61	No	No	I
PIGT	XM_003757730.3	NC_045427.1	1737	54.40	3.93333333333333	No	No	I
PIGV	XM_012545540.3	NC_045428.1	1488	61.83	4.33050847457627	No	No	I
PIGW	XM_003768001.4	NC_045429.1	1518	38.47	3.32075471698113	No	No	I
PIGZ	XM_031957519.1	NC_045428.1	1611	73.18	6.20289855072464	No	No	I
PIH1D1	XM_031963418.1	NC_045428.1	876	63.81	4.44594594594595	Yes	No	M
PIH1D2	XM_031961179.1	NC_045428.1	951	39.43	3.26315789473684	No	No	I
PIK3C2A	XM_031941879.1	NC_045431.1	5106	38.39	3.44642857142857	No	No	I
PIK3C2B	XM_023501915.2	NC_045429.1	4908	53.10	3.85342019543974	No	No	I
PIK3C3	XM_031946013.1	NC_045426.1	2664	40.28	3.36923076923077	No	No	I
PIK3CA	XM_031957696.1	NC_045428.1	3207	40.85	3.60747663551402	No	No	I
PIK3CD	XM_031962908.1	NC_045428.1	3105	60.87	4.54883720930233	Yes	No	PI
PIK3CG	XM_003771494.4	NC_045430.1	3312	43.99	3.52713178294574	No	No	I
PIK3R1	XM_012541073.3	NC_045426.1	1509	40.42	3.5	No	No	I
PIK3R2	XM_031948218.1	NC_045426.1	2217	60.44	4.325	No	No	I
PIK3R4	XM_031940202.1	NC_045430.1	4092	47.61	3.66666666666667	No	No	I
PIM1	XM_031964947.1	NC_045429.1	1089	56.47	4.16216216216216	Yes	No	UL
PIM2	XM_031945025.1	NC_045432.1	966	64.91	4.64044943820225	Yes	No	PI
PIM3	XM_031941020.1	NC_045430.1	972	62.14	4.57746478873239	Yes	No	PI
PINK1	XM_031962711.1	NC_045428.1	1728	61.98	4.8796992481203	No	No	I
PINX1	XM_031950905.1	NC_045427.1	1002	42.42	3.46153846153846	No	No	I
PIP	XM_031939251.1	NC_045430.1	441	42.63	3.57142857142857	No	No	I
PIP4K2A	XM_023505089.2	NC_045430.1	1221	43.65	3.85416666666667	No	No	I
PIP4K2B	XM_031966165.1	NC_045429.1	1251	50.44	4.24193548387097	Yes	No	PI
PIP4K2C	XM_031941086.1	NC_045430.1	1266	51.11	4.19672131147541	No	No	I
PIP4P1	XM_003755760.4	NC_045427.1	855	58.13	4.52307692307692	No	No	I
PIP4P2	XM_003770312.3	NC_045426.1	774	44.57	3.78571428571429	No	No	I
PIP5K1A	XM_012549745.3	NC_045429.1	1644	48.91	3.88311688311688	No	No	I
PIP5K1B	XM_031943518.1	NC_045426.1	1620	39.26	3.4	Yes	No	PI
PIP5K1C	XM_031947870.1	NC_045426.1	2259	50.51	3.94782608695652	Yes	No	I
PIRT	XM_003768686.3	NC_045429.1	414	43.72	3.55555555555556	No	No	I
PITHD1	XM_031962613.1	NC_045428.1	639	50.08	4.73333333333333	No	No	I
PITPNA	XM_031967781.1	NC_045429.1	813	45.63	3.72727272727273	No	No	I
PITPNB	XM_031948823.1	NC_045426.1	819	41.39	3.41666666666667	No	No	I
PITPNM2	XM_031948474.1	NC_045426.1	4137	61.78	4.54517133956386	Yes	No	M
PITX1	XM_003756453.2	NC_045427.1	921	58.63	4.18055555555556	No	No	I
PITX2	XM_003772990.3	NC_045431.1	993	56.70	4.16901408450704	Yes	No	PI
PITX3	XM_031955746.1	NC_045427.1	918	64.49	4.69767441860465	Yes	No	PI
PJA2	XM_031968637.1	NC_045426.1	2094	40.54	3.4	No	No	I
PJVK	XM_003764010.4	NC_045428.1	1065	38.03	3.2	No	No	I
PKD1	XM_031945835.1	NC_045426.1	13032	57.40	4.10742857142857	Yes	No	PI
PKD2L1	XM_031956693.1	NC_045427.1	2487	52.92	3.93430656934307	No	No	UL
PKDREJ	XM_003770763.4	NC_045430.1	7575	52.17	3.99322799097065	No	No	I
PKIA	XM_031946238.1	NC_045426.1	273	49.08	3.75	Yes	No	I
PKIB	XM_003769409.4	NC_045429.1	258	41.86	3.66666666666667	No	No	I
PKLR	XM_003768074.4	NC_045429.1	1722	56.33	4.03333333333333	No	No	I
PKM	XM_031956334.1	NC_045427.1	1776	46.90	3.73684210526316	No	No	I
PKMYT1	XM_012543143.3	NC_045426.1	1488	58.20	4.14035087719298	No	No	I
PKN1	XM_031947703.1	NC_045426.1	2874	58.98	4.23923444976077	No	No	I
PKN2	XM_031969379.1	NC_045429.1	2952	40.45	3.59259259259259	Yes	No	I
PKN3	XM_031954756.1	NC_045427.1	2730	54.95	3.93939393939394	Yes	No	I
PKNOX1	XM_003763382.4	NC_045428.1	1311	41.88	3.36363636363636	No	No	I
PKNOX2	XM_031960946.1	NC_045428.1	1422	54.57	3.83529411764706	No	No	I
PKP1	XM_031937120.1	NC_045429.1	2184	51.47	3.67857142857143	No	No	I
PKP2	XM_031938154.1	NC_045430.1	2511	42.73	3.29885057471264	Yes	No	PI
PKP3	XM_031942518.1	NC_045431.1	2424	64.40	4.76262626262626	Yes	No	PI
PKP4	XM_012544732.3	NC_045428.1	3582	43.50	3.40952380952381	No	No	I
PLA2G12B	XM_003755091.3	NC_045427.1	585	55.04	3.75	No	No	I
PLA2G15	XM_031950218.1	NC_045427.1	1500	56.87	4.97826086956522	No	No	UL
PLA2G2F	XM_003764922.2	NC_045428.1	651	50.54	3.64516129032258	No	No	I
PLA2G4A	XM_031937047.1	NC_045429.1	2250	38.98	3.28813559322034	No	No	I
PLA2G4C	XM_023501007.2	NC_045428.1	1737	46.00	3.62857142857143	No	No	I
PLA2G4F	XM_003756048.4	NC_045427.1	2511	49.18	3.53383458646617	No	No	I
PLA2G6	XM_031941030.1	NC_045430.1	2577	59.57	4.35869565217391	Yes	No	PI
PLAAT1	XM_031957400.1	NC_045428.1	849	47.23	3.90909090909091	No	No	UL
PLAC8L1	XM_003756701.4	NC_045427.1	507	44.58	3.8	No	No	I
PLAC9	XM_003759145.4	NC_045427.1	633	53.71	3.81818181818182	Yes	No	UL
PLAG1	XM_031946384.1	NC_045426.1	1506	43.36	3.4	No	No	I
PLAGL1	XM_023503243.2	NC_045429.1	1422	48.73	3.51351351351351	No	No	I
PLAGL2	XM_031954117.1	NC_045427.1	1482	52.36	3.78313253012048	No	No	I
PLAU	XM_012553762.3	NC_045427.1	1260	50.24	3.7887323943662	No	No	I
PLBD1	XM_003771262.4	NC_045430.1	1698	43.40	3.92982456140351	No	No	I
PLCB1	XM_031951118.1	NC_045427.1	3657	40.83	3.44943820224719	Yes	No	PI
PLCD3	XM_023502461.2	NC_045429.1	2451	52.55	4.17482517482518	Yes	No	PI
PLCD4	XM_031958048.1	NC_045428.1	2406	54.49	3.93835616438356	Yes	No	PI
PLCG1	XM_031954004.1	NC_045427.1	3894	55.44	4.1046511627907	Yes	No	UL
PLCH1	XM_031957554.1	NC_045428.1	5019	48.54	3.90909090909091	No	No	I
PLCH2	XM_031962998.1	NC_045428.1	5271	61.22	5.11081081081081	Yes	No	PI
PLCL1	XM_003764074.3	NC_045428.1	3291	42.48	3.51666666666667	No	No	I
PLCL2	XM_031940317.1	NC_045430.1	3384	51.48	4.16666666666667	No	No	I
PLCXD1	XM_003765616.4	NC_045428.1	927	40.88	3.33333333333333	No	No	I
PLCXD2	XM_023498984.2	NC_045428.1	1035	49.18	3.42857142857143	No	No	I
PLCXD3	XM_031964551.1	NC_045426.1	969	49.02	3.64705882352941	No	No	I
PLD1	XM_031957663.1	NC_045428.1	3222	44.85	3.47517730496454	No	No	I
PLD2	XM_003768807.4	NC_045429.1	2805	50.23	3.71830985915493	No	No	I
PLD5	XM_012547936.3	NC_045429.1	1623	41.22	3.5	No	No	I
PLD6	XM_031938275.1	NC_045426.1	792	64.14	6.01818181818182	No	No	I
PLEK	XM_012540165.3	NC_045427.1	1053	43.40	3.44736842105263	No	No	I
PLEK2	XM_003756362.4	NC_045427.1	1068	47.66	3.60869565217391	No	No	I
PLEKHA1	XM_031955989.1	NC_045427.1	1221	43.00	3.475	No	No	I
PLEKHA3	XM_003764012.4	NC_045428.1	900	42.44	3.68965517241379	No	No	I
PLEKHA5	XM_031938388.1	NC_045430.1	3669	40.88	3.47368421052632	No	No	I
PLEKHA6	XM_031937190.1	NC_045429.1	3762	58.75	4.20819112627986	No	No	I
PLEKHA7	XM_031942078.1	NC_045431.1	4056	54.24	4.04247104247104	Yes	No	PI
PLEKHB1	XM_031961451.1	NC_045428.1	705	61.42	4.3728813559322	No	No	I
PLEKHB2	XM_003763747.4	NC_045428.1	666	47.45	3.38888888888889	No	No	I
PLEKHF1	XM_012553774.3	NC_045427.1	855	64.33	5.1969696969697	No	No	I
PLEKHF2	XM_031947011.1	NC_045426.1	750	40.80	3.46428571428571	No	No	I
PLEKHG1	XM_031937631.1	NC_045429.1	4488	41.84	3.38	No	No	I
PLEKHG2	XM_031961601.1	NC_045428.1	3003	66.53	4.68478260869565	Yes	No	M
PLEKHG3	XM_031952717.1	NC_045427.1	4113	52.42	3.78481012658228	No	No	I
PLEKHG4	XM_031949236.1	NC_045427.1	4185	68.22	4.97361477572559	Yes	No	M
PLEKHG4B	XM_012541178.3	NC_045426.1	5373	44.48	3.60773480662983	No	No	I
PLEKHH3	XM_031966318.1	NC_045429.1	2337	63.46	4.78804347826087	Yes	No	PI
PLEKHM1	XM_031965974.1	NC_045429.1	3066	48.76	3.75	No	No	I
PLEKHM2	XM_031962807.1	NC_045428.1	3078	59.29	4.27149321266968	Yes	No	PI
PLEKHM3	XM_031958190.1	NC_045428.1	2268	47.40	3.4811320754717	No	No	I
PLEKHO1	XM_031967446.1	NC_045429.1	1227	58.11	4.16091954022988	Yes	No	M
PLEKHO2	XM_031955385.1	NC_045427.1	1704	56.87	4.16814159292035	Yes	No	M
PLET1	XM_012545027.3	NC_045428.1	570	43.16	3.47058823529412	No	No	I
PLIN1	XM_012542376.3	NC_045427.1	1623	53.36	3.76086956521739	No	No	I
PLIN2	XM_012543381.3	NC_045426.1	1314	44.90	3.3469387755102	No	No	I
PLIN3	XM_003763096.4	NC_045426.1	1362	50.73	3.68181818181818	No	No	I
PLIN4	XM_023496700.2	NC_045426.1	4212	52.16	3.64390243902439	Yes	No	M
PLIN5	XM_012542028.3	NC_045426.1	1434	57.32	4.24444444444444	No	No	I
PLK2	XM_031965300.1	NC_045426.1	2088	45.31	3.80952380952381	No	No	I
PLK3	XM_031969235.1	NC_045429.1	1953	61.29	4.68531468531468	Yes	No	PI
PLK5	XM_031948069.1	NC_045426.1	1875	63.04	4.45061728395062	Yes	No	I
PLLP	XM_003757276.4	NC_045427.1	561	52.23	4.48387096774194	No	No	I
PLN	XM_012550125.3	NC_045429.1	159	39.62	4	No	No	I
PLOD2	XM_012546500.3	NC_045428.1	2277	38.78	3.58461538461538	No	No	I
PLOD3	XM_012548826.3	NC_045429.1	2274	49.16	3.66363636363636	No	No	I
PLPBP	XM_012539979.3	NC_045427.1	816	50.98	4.3	No	No	I
PLPP1	XM_031965108.1	NC_045426.1	861	43.55	3.51219512195122	No	No	I
PLPP2	XM_031948254.1	NC_045426.1	861	64.81	4.63888888888889	Yes	No	M
PLPP3	XM_031969042.1	NC_045429.1	939	61.77	4.92424242424242	No	No	I
PLPP5	XM_031950707.1	NC_045427.1	801	57.80	4.47457627118644	No	No	I
PLPP6	XM_012543349.3	NC_045426.1	903	65.45	5.75714285714286	No	No	I
PLPP7	XM_003757427.2	NC_045427.1	816	58.82	4.33928571428571	No	No	I
PLPPR3	XM_003762861.2	NC_045426.1	2232	64.38	4.87564766839378	Yes	No	M
PLPPR5	XM_031967129.1	NC_045429.1	951	46.79	3.91304347826087	No	No	I
PLS1	XM_031957816.1	NC_045428.1	1914	39.60	3.5	No	No	I
PLS3	XM_031944794.1	NC_045432.1	1917	46.58	3.67816091954023	No	No	I
PLSCR3	XM_012548753.3	NC_045429.1	879	54.38	3.79365079365079	No	No	I
PLVAP	XM_003760851.4	NC_045426.1	1320	59.17	4.39759036144578	No	No	I
PLXDC1	XM_031966170.1	NC_045429.1	1509	52.22	3.75280898876404	No	No	I
PLXDC2	XM_003771887.3	NC_045430.1	1590	44.15	3.52459016393443	No	No	I
PLXNA1	XM_031964586.1	NC_045426.1	5718	61.00	4.50961538461539	Yes	No	UL
PLXNA2	XM_012547852.3	NC_045429.1	5679	53.20	3.85380116959064	Yes	No	I
PLXNA4	XM_003771610.3	NC_045430.1	5685	53.88	3.96417910447761	Yes	No	PI
PLXNB1	XM_031966918.1	NC_045426.1	6879	58.54	4.26612903225806	Yes	No	PI
PLXNB3	XM_031944950.1	NC_045432.1	5685	57.57	4.19410319410319	Yes	No	I
PLXND1	XM_031955593.1	NC_045426.1	5880	57.53	4.35532994923858	Yes	No	PI
PM20D2	XM_031964533.1	NC_045429.1	1335	50.64	4.796875	No	No	I
PMCH	XM_023504426.2	NC_045430.1	453	43.27	3.27777777777778	No	No	I
PMEL	XM_031941213.1	NC_045430.1	2055	50.95	3.52631578947368	No	No	I
PMEPA1	XM_003757663.4	NC_045427.1	852	60.21	5.26415094339623	Yes	No	M
PML	XM_031956632.1	NC_045427.1	2343	57.15	4.33561643835616	Yes	No	UL
PMM2	XM_003761716.4	NC_045426.1	741	40.76	3.81481481481481	No	No	I
PMP22	XM_003768869.4	NC_045429.1	483	46.58	3.22727272727273	No	No	I
PMPCA	XM_003757480.4	NC_045427.1	1593	43.69	3.42372881355932	No	No	I
PMPCB	XM_003771477.4	NC_045430.1	1458	41.91	3.70454545454545	No	No	I
PMS1	XM_003764059.4	NC_045428.1	2817	34.47	3.30434782608696	No	No	I
PMVK	XM_023502257.2	NC_045429.1	618	58.58	4.21428571428571	No	No	I
PNCK	XM_031944545.1	NC_045432.1	1023	54.45	4.25	No	No	I
PNISR	XM_031964489.1	NC_045429.1	2445	43.56	3.70422535211268	No	No	I
PNKP	XM_031963401.1	NC_045428.1	1521	66.60	5.14179104477612	Yes	No	M
PNLIPRP1	XM_031955921.1	NC_045427.1	1404	42.88	3.65853658536585	Yes	No	I
PNMT	XM_003768309.4	NC_045429.1	843	57.30	3.65671641791045	No	No	I
PNN	XM_031952955.1	NC_045427.1	2163	44.34	3.53246753246753	No	No	I
PNOC	XM_012540067.3	NC_045427.1	585	66.15	5.63829787234043	No	No	I
PNP	XM_031952005.1	NC_045427.1	873	47.19	3.92307692307692	Yes	No	PI
PNPLA2	XM_031942539.1	NC_045431.1	1455	67.08	5.0650406504065	Yes	No	M
PNPLA3	XM_031941143.1	NC_045430.1	1197	48.12	3.81481481481481	No	No	I
PNPLA4	XM_031959021.1	NC_045428.1	792	39.65	3.66666666666667	No	No	I
PNPLA6	XM_031948347.1	NC_045426.1	4185	61.36	4.48297213622291	Yes	No	PI
PNPO	XM_031966120.1	NC_045429.1	807	55.76	3.98181818181818	Yes	No	PI
PNRC2	XM_031962606.1	NC_045428.1	426	39.44	3.84615384615385	No	No	I
POC1A	XM_031958223.1	NC_045426.1	1251	44.20	3.48780487804878	No	No	I
POC1B	XM_031939890.1	NC_045430.1	1446	43.98	3.67741935483871	No	No	I
PODNL1	XM_031947680.1	NC_045426.1	1746	60.42	4.22222222222222	No	No	I
PODXL2	XM_031956233.1	NC_045426.1	1827	52.44	3.70588235294118	Yes	No	I
POFUT1	XM_031954118.1	NC_045427.1	1158	52.33	3.86301369863014	No	No	I
POFUT2	XM_031968333.1	NC_045429.1	1332	61.56	4.84210526315789	Yes	No	PI
POGLUT1	XM_031959695.1	NC_045428.1	1176	43.45	4.1	No	No	I
POGZ	XM_023503588.2	NC_045429.1	4329	54.33	3.79487179487179	No	No	I
POLD2	XM_031951538.1	NC_045427.1	1416	50.56	3.67142857142857	No	No	I
POLD3	XM_003764661.4	NC_045428.1	1398	46.42	3.49090909090909	No	No	I
POLDIP2	XM_031967675.1	NC_045429.1	1101	59.13	4.68831168831169	Yes	Yes	PI
POLE3	XM_003757306.4	NC_045427.1	858	57.69	5.04761904761905	No	No	I
POLE4	XM_031950666.1	NC_045427.1	369	65.58	7.04166666666667	No	No	I
POLG	XM_003755551.4	NC_045427.1	3597	51.74	3.76923076923077	No	No	I
POLN	XM_031942946.1	NC_045431.1	2604	39.32	3.79710144927536	Yes	No	I
POLR1C	XM_031964797.1	NC_045429.1	1119	48.08	4.05882352941176	No	No	UL
POLR1D	XM_003764471.3	NC_045428.1	369	43.63	3.66666666666667	No	No	I
POLR1E	XM_031937074.1	NC_045426.1	1224	40.44	3.525	No	No	I
POLR2A	XM_003768768.4	NC_045429.1	5913	49.77	3.69846153846154	Yes	No	PI
POLR2B	XM_003773233.4	NC_045431.1	3525	42.04	3.42741935483871	No	No	I
POLR2C	XM_003757279.4	NC_045427.1	828	49.64	3.61224489795918	No	No	I
POLR2E	XM_003760831.4	NC_045426.1	633	49.45	3.93103448275862	No	No	I
POLR2F	XM_003772336.4	NC_045430.1	384	54.69	4.33333333333333	No	No	I
POLR2H	XM_031968098.1	NC_045429.1	453	52.54	4.1304347826087	No	No	I
POLR2I	XM_031963104.1	NC_045428.1	519	61.27	4.69767441860465	Yes	No	M
POLR2J	XM_031968003.1	NC_045429.1	354	50.56	4.125	Yes	No	PI
POLR2K	XM_003760289.4	NC_045426.1	177	40.68	4	No	No	I
POLR2L	XM_031942588.1	NC_045431.1	204	64.71	4.5	Yes	No	M
POLR2M	XM_012543851.3	NC_045427.1	1092	41.21	3.96969696969697	No	No	I
POLR3A	XM_003755127.4	NC_045427.1	4173	46.20	3.66145833333333	No	No	I
POLR3B	XM_012550622.3	NC_045430.1	3402	47.35	3.70114942528736	Yes	No	PI
POLR3C	XM_003769887.4	NC_045429.1	1608	50.93	3.84705882352941	No	No	I
POLR3D	XM_031950869.1	NC_045427.1	1188	53.28	4.765625	No	No	I
POLR3E	XM_031941978.1	NC_045426.1	2130	50.99	3.69444444444444	No	No	I
POLR3F	XM_031951069.1	NC_045427.1	951	38.17	3.62962962962963	No	No	I
POLR3GL	XM_012549666.3	NC_045429.1	663	52.04	4.5	No	No	I
POLRMT	XM_031948272.1	NC_045426.1	3735	52.85	4.05314009661836	Yes	No	PI
POMC	XM_012539834.3	NC_045427.1	1143	43.92	3.75555555555556	No	No	I
POMGNT2	XM_031940468.1	NC_045430.1	1755	68.95	5.7089552238806	Yes	No	M
POMK	XM_003758019.4	NC_045427.1	1074	47.95	3.66666666666667	No	No	I
POP4	XM_031954407.1	NC_045427.1	696	45.26	3.875	No	No	I
POP7	XM_012550277.3	NC_045429.1	429	52.45	3.82758620689655	No	No	I
POPDC2	XM_003766588.4	NC_045428.1	1101	53.04	3.90909090909091	No	No	I
POPDC3	XM_012549243.2	NC_045429.1	870	45.86	3.52380952380952	No	No	I
POSTN	XM_003764529.3	NC_045428.1	2499	39.74	3.43835616438356	No	No	I
POU1F1	XM_012546039.3	NC_045428.1	939	41.11	3.39393939393939	No	No	I
POU2AF1	XM_031961139.1	NC_045428.1	768	54.56	3.80769230769231	No	No	I
POU2F1	XM_031936828.1	NC_045429.1	2289	54.22	3.83453237410072	No	No	I
POU3F1	XM_031962187.1	NC_045428.1	1341	71.14	6.37383177570093	Yes	No	M
POU3F2	XM_012549227.2	NC_045429.1	1338	65.84	5.41836734693878	No	No	I
POU3F3	XM_031958801.1	NC_045428.1	1485	69.09	5.86776859504132	Yes	No	M
POU3F4	XM_031944370.1	NC_045432.1	1086	65.84	5.09195402298851	No	No	I
POU4F1	XM_031958535.1	NC_045428.1	1251	69.30	5.96261682242991	Yes	No	M
POU5F1	XM_003770524.2	NC_045429.1	1035	55.94	4.22222222222222	No	No	I
PP2D1	XM_023505176.2	NC_045430.1	2019	37.15	3.48780487804878	No	No	I
PPA1	XM_031956828.1	NC_045427.1	870	47.59	3.85	No	No	I
PPA2	XM_031943067.1	NC_045431.1	1041	47.17	4.42857142857143	No	No	I
PPARA	XM_031939127.1	NC_045430.1	1407	48.90	3.77215189873418	No	No	I
PPARD	XM_003768981.4	NC_045429.1	1329	50.64	3.65277777777778	No	No	I
PPARG	XM_023498197.2	NC_045426.1	744	47.98	3.6	No	No	I
PPARGC1A	XM_031942832.1	NC_045431.1	2508	45.53	3.72916666666667	No	No	I
PPARGC1B	XM_023505499.2	NC_045427.1	3456	54.46	3.81278538812785	No	No	UL
PPAT	XM_023505994.2	NC_045431.1	1557	42.07	3.80392156862745	No	No	I
PPCDC	XM_031956590.1	NC_045427.1	666	53.15	3.77272727272727	No	No	I
PPDPFL	XM_031946420.1	NC_045426.1	246	37.80	3.42857142857143	No	No	I
PPFIA1	XM_031942627.1	NC_045431.1	3894	51.16	4.0343137254902	No	No	I
PPFIA2	XM_031938554.1	NC_045430.1	3783	44.89	3.56	Yes	No	PI
PPFIA4	XM_031937159.1	NC_045429.1	3624	61.26	4.24734982332155	Yes	No	PI
PPFIBP1	XM_031938061.1	NC_045430.1	3093	40.67	3.42352941176471	No	No	I
PPFIBP2	XM_031942164.1	NC_045431.1	3003	49.68	3.66883116883117	No	No	I
PPIA	XM_031951498.1	NC_045427.1	498	50.40	3.51724137931034	No	No	I
PPIB	XM_031955407.1	NC_045427.1	651	50.08	3.97142857142857	No	No	I
PPIC	XM_003761255.4	NC_045426.1	639	44.91	3.64	No	No	I
PPIE	XM_031962227.1	NC_045428.1	849	50.65	3.74509803921569	No	No	I
PPIF	XM_023494282.2	NC_045427.1	636	57.39	4.75	No	No	I
PPIH	XM_003765463.4	NC_045428.1	534	47.19	3.95652173913043	No	No	I
PPIL3	XM_012546317.3	NC_045428.1	486	39.71	3.52941176470588	No	No	I
PPIP5K1	XM_031952189.1	NC_045427.1	4386	52.62	3.71764705882353	No	No	I
PPL	XM_023497598.2	NC_045426.1	5265	44.41	3.58235294117647	No	No	I
PPM1B	XM_012540239.3	NC_045427.1	1440	42.85	3.50980392156863	No	No	I
PPM1D	XM_023502111.2	NC_045429.1	1824	51.92	4.61855670103093	No	No	I
PPM1E	XM_031966498.1	NC_045429.1	2268	52.38	4.66666666666667	Yes	No	PI
PPM1G	XM_003767094.2	NC_045427.1	1665	54.59	4.02752293577982	No	No	I
PPM1H	XM_031940929.1	NC_045430.1	1563	54.77	4.42708333333333	Yes	No	PI
PPM1J	XM_023503478.2	NC_045429.1	1521	57.73	4.27678571428571	Yes	No	PI
PPM1L	XM_031957601.1	NC_045428.1	546	58.06	4.08333333333333	No	No	I
PPM1M	XM_031958146.1	NC_045426.1	1458	58.71	5.27272727272727	Yes	No	PI
PPOX	XM_031937409.1	NC_045429.1	1431	56.32	4.14432989690722	No	No	I
PPP1CA	XM_031943254.1	NC_045431.1	993	60.22	5.04918032786885	Yes	No	PI
PPP1CB	XM_031951324.1	NC_045427.1	984	42.48	3.73076923076923	No	No	I
PPP1R10	XM_012548874.2	NC_045429.1	2526	52.69	3.95833333333333	Yes	No	PI
PPP1R12A	XM_031938710.1	NC_045430.1	3150	42.25	3.6	No	No	I
PPP1R12B	XM_031937140.1	NC_045429.1	3171	52.44	4.09580838323353	No	No	I
PPP1R13B	XM_031953155.1	NC_045427.1	3477	45.44	3.74264705882353	No	No	I
PPP1R14A	XM_031963161.1	NC_045428.1	420	64.05	5.29411764705882	No	No	UL
PPP1R14B	XM_031943812.1	NC_045431.1	432	65.97	7.25	Yes	No	M
PPP1R14C	XM_003769532.3	NC_045429.1	522	56.13	4.65714285714286	No	No	I
PPP1R15B	XM_012547806.3	NC_045429.1	2673	70.18	5.82926829268293	Yes	No	M
PPP1R16A	XM_031947357.1	NC_045426.1	1731	59.97	4.30708661417323	Yes	No	PI
PPP1R16B	XM_012553610.3	NC_045427.1	1839	55.30	4.00884955752212	No	No	I
PPP1R17	XM_031952693.1	NC_045426.1	468	50.21	3.96153846153846	No	No	I
PPP1R1A	XM_031937706.1	NC_045430.1	615	54.63	4.36363636363636	No	No	I
PPP1R1B	XM_031966182.1	NC_045429.1	660	54.85	4.04761904761905	No	No	UL
PPP1R26	XM_031954929.1	NC_045427.1	3795	37.79	3.34736842105263	No	No	I
PPP1R27	XM_003768606.3	NC_045429.1	465	53.76	3.90322580645161	No	No	I
PPP1R36	XM_031952706.1	NC_045427.1	1557	46.05	4.27272727272727	No	No	I
PPP1R3B	XM_031941456.1	NC_045431.1	855	57.78	4.08333333333333	No	No	I
PPP1R3C	XM_003755246.3	NC_045427.1	954	43.08	3.5625	No	No	I
PPP1R3D	XM_012539674.3	NC_045427.1	906	57.73	4.25	No	No	I
PPP1R3E	XM_031955054.1	NC_045427.1	861	73.98	5.58064516129032	No	No	I
PPP1R3G	XM_031946911.1	NC_045426.1	1200	71.33	5.3801652892562	No	No	I
PPP1R42	XM_031946310.1	NC_045426.1	987	40.12	3.96296296296296	Yes	No	PI
PPP1R9B	XM_012548403.3	NC_045429.1	2484	61.63	4.71351351351351	Yes	No	M
PPP2R1A	XM_031963283.1	NC_045428.1	1770	59.44	4.27777777777778	Yes	No	PI
PPP2R2A	XM_031949642.1	NC_045427.1	1809	49.14	4.9010989010989	Yes	No	UL
PPP2R2B	XM_031953486.1	NC_045427.1	1374	44.76	3.68518518518519	No	No	I
PPP2R2C	XM_031943420.1	NC_045431.1	1455	49.76	3.97183098591549	Yes	No	PI
PPP2R2D	XM_031957046.1	NC_045427.1	867	48.90	3.75609756097561	Yes	No	PI
PPP2R3A	XM_031959778.1	NC_045428.1	3468	38.73	3.48101265822785	No	No	I
PPP2R5A	XM_031937333.1	NC_045429.1	1557	41.36	3.97727272727273	No	No	I
PPP2R5C	XM_031953229.1	NC_045427.1	1734	37.31	3.45454545454545	No	No	I
PPP3CA	XM_031941910.1	NC_045431.1	1566	44.06	3.54545454545455	No	No	I
PPP3CC	XM_012540040.3	NC_045427.1	1638	45.36	3.69491525423729	No	No	I
PPP4C	XM_003762073.3	NC_045426.1	924	54.76	4.01754385964912	No	No	I
PPP4R1	XM_031946638.1	NC_045426.1	2886	39.40	3.32258064516129	Yes	No	I
PPP4R2	XM_031954026.1	NC_045426.1	1257	43.20	3.54545454545455	Yes	No	I
PPP4R4	XM_031952338.1	NC_045427.1	2616	38.61	3.30769230769231	Yes	No	I
PPP5C	XM_031963880.1	NC_045428.1	1500	58.87	4.32142857142857	Yes	No	M
PPP6R3	XM_031942145.1	NC_045431.1	2685	45.74	3.68103448275862	Yes	No	I
PPRC1	XM_031955742.1	NC_045427.1	4812	55.96	4.02395209580838	Yes	No	M
PPT1	XM_031962241.1	NC_045428.1	927	54.69	4.18965517241379	No	No	I
PPT2	XM_003768946.4	NC_045429.1	909	53.25	3.94642857142857	No	No	I
PQBP1	XM_012553430.3	NC_045432.1	618	59.71	4.42857142857143	No	No	I
PRADC1	XM_031949202.1	NC_045427.1	708	64.97	5.66	No	No	I
PRDM1	XM_003769326.4	NC_045429.1	2451	44.92	3.46601941747573	No	No	I
PRDM11	XM_031942814.1	NC_045431.1	3546	57.84	4.27083333333333	No	No	I
PRDM12	XM_031954845.1	NC_045427.1	1230	56.83	4.15217391304348	No	No	I
PRDM13	XM_031968791.1	NC_045429.1	2241	62.16	4.68852459016393	Yes	No	M
PRDM14	XM_031946283.1	NC_045426.1	1791	52.21	3.93457943925234	No	No	I
PRDM15	XM_031959188.1	NC_045428.1	3405	41.32	3.40860215053763	No	No	I
PRDM16	XM_031961567.1	NC_045428.1	3198	54.53	4.39320388349515	No	No	I
PRDM2	XM_012545645.2	NC_045428.1	4488	42.00	3.432	No	No	I
PRDM6	XM_031939107.1	NC_045426.1	1815	57.30	4.45967741935484	No	No	I
PRDM8	XM_003772982.2	NC_045431.1	2202	59.36	4.52409638554217	No	No	I
PRDX1	XM_031969217.1	NC_045429.1	600	50.50	3.91891891891892	No	No	I
