Gene_name	TranscriptID	Chromosome	Transcript_length	GC_Content	GC_Stretch	Missing_exon	Deleted_exon	TOGA_status
MPP7	XM_031939799.1	NC_045430.1	1731	40.03	3.3448275862069	No	No	I
LETMD1	XM_031937885.1	NC_045430.1	813	46.62	3.63157894736842	No	No	I
CALD1	XM_031939094.1	NC_045430.1	2286	46.19	3.5188679245283	No	No	I
GPRC5D	XM_003771267.2	NC_045430.1	1020	45.88	3.81578947368421	No	No	I
CBLL1	XM_003771499.4	NC_045430.1	1476	46.61	3.71153846153846	Yes	No	M
LOC100916579	XM_031937826.1	NC_045430.1	1917	45.33	3.62650602409639	No	No	I
NTF3	XM_031938304.1	NC_045430.1	1038	47.01	3.72549019607843	No	No	I
MKX	XM_031939813.1	NC_045430.1	879	49.37	4.1219512195122	No	No	I
SOX5	XM_031938465.1	NC_045430.1	2187	47.78	3.47115384615385	No	No	I
SLC39A12	XM_031939901.1	NC_045430.1	1977	42.84	3.41891891891892	No	No	I
SP1	XM_031937790.1	NC_045430.1	2361	53.71	3.64473684210526	No	No	I
EN2	XM_031939515.1	NC_045430.1	1128	65.16	5.29411764705882	No	No	I
LOC105750685	XM_012550664.3	NC_045430.1	786	47.33	4.13157894736842	No	No	I
HOXA13	XM_031940526.1	NC_045430.1	1179	69.72	7.21176470588235	Yes	No	PI
SLC25A18	XM_031939647.1	NC_045430.1	957	52.35	3.90625	No	No	I
EZH2	XM_023504959.2	NC_045430.1	2130	41.74	3.67213114754098	No	No	I
MAGI2	XM_031940850.1	NC_045430.1	4611	48.12	3.68778280542986	No	No	I
SRGAP1	XM_031940925.1	NC_045430.1	3264	45.89	3.7734375	No	No	I
ATF7IP	XM_031938230.1	NC_045430.1	3300	43.00	3.37383177570093	No	No	I
OSBPL3	XM_031940577.1	NC_045430.1	2658	53.27	4.13793103448276	Yes	No	PI
LOC116419550	XM_031940250.1	NC_045430.1	579	74.61	5.5625	No	No	L
DGKA	XM_012551476.2	NC_045430.1	2202	49.14	3.6	No	No	I
PDE1B	XM_031937709.1	NC_045430.1	1575	53.02	3.64444444444444	Yes	No	I
ULK4	XM_031940058.1	NC_045430.1	3807	43.55	3.608	No	No	I
PHTF2	XM_031938680.1	NC_045430.1	2253	39.10	3.54385964912281	No	No	I
PDE1B	XM_031937713.1	NC_045430.1	1566	52.68	3.53932584269663	No	No	I
PLA2G6	XM_031941033.1	NC_045430.1	2496	59.54	4.39772727272727	Yes	No	PI
CCR4	XM_012551307.3	NC_045430.1	1053	43.30	3.4	No	No	I
LOC100915266	XM_003771689.4	NC_045430.1	693	47.19	3.80645161290323	No	No	L
MLF2	XM_003771220.4	NC_045430.1	747	55.02	4.0625	No	No	I
ZMYND11	XM_031939598.1	NC_045430.1	1722	41.99	3.48076923076923	No	No	I
LOC100915266	XM_031939257.1	NC_045430.1	900	48.89	3.65217391304348	No	No	L
HDAC9	XM_031940666.1	NC_045430.1	3120	56.41	4.25263157894737	Yes	No	I
TMEM176A	XM_003771765.4	NC_045430.1	807	44.36	3.42857142857143	No	No	I
ATP2C1	XM_031940207.1	NC_045430.1	2844	44.66	3.57142857142857	No	No	I
STAT6	XM_031941126.1	NC_045430.1	2544	51.93	3.80536912751678	No	No	I
PDE1B	XM_031937714.1	NC_045430.1	1455	52.16	3.46913580246914	No	No	I
NRCAM	XM_031938803.1	NC_045430.1	3933	41.50	3.44715447154472	No	No	I
LOC100920137	XM_031940418.1	NC_045430.1	3945	42.03	3.57142857142857	No	No	I
UBA5	XM_012551337.3	NC_045430.1	1095	41.10	3.41176470588235	No	No	I
SH3BP5	XM_031940238.1	NC_045430.1	1380	58.84	4.37634408602151	Yes	No	PI
RAB19	XM_003771663.4	NC_045430.1	654	42.05	3.28571428571429	No	No	I
AAAS	XM_031937806.1	NC_045430.1	1635	57.13	3.944	No	No	I
LOC116419605	XM_031940564.1	NC_045430.1	339	64.01	4.9375	No	No	UL
LOC100928736	XM_003772190.1	NC_045430.1	927	40.67	3.2962962962963	No	No	I
TCAIM	XM_012551394.3	NC_045430.1	1503	48.30	3.84722222222222	No	No	I
GRIP1	XM_031938369.1	NC_045430.1	3042	47.63	3.63709677419355	No	No	I
SOX5	XM_031938462.1	NC_045430.1	2292	47.82	3.45871559633028	No	No	I
PRKAG2	XM_031939458.1	NC_045430.1	1743	46.24	3.95	Yes	No	I
LOC100931604	XM_031939633.1	NC_045430.1	1872	52.62	3.51612903225806	No	Yes	UL
SHANK3	XM_031938636.1	NC_045430.1	4620	66.17	5.3125	Yes	No	M
SCYL2	XM_031939589.1	NC_045430.1	2784	40.19	3.52380952380952	No	No	I
SYCE3	XM_031940980.1	NC_045430.1	267	53.56	3.66666666666667	Yes	No	PI
PTHLH	XM_003770841.4	NC_045430.1	534	44.19	3.6	No	No	I
RAB5A	XM_031940337.1	NC_045430.1	648	40.28	3.5	No	No	I
CMTM7	XM_023505202.2	NC_045430.1	552	57.79	5.23333333333333	No	No	I
LOC100932812	XM_003772205.3	NC_045430.1	1743	51.35	3.81927710843373	No	No	UL
MYL6B	XM_003772153.2	NC_045430.1	630	52.70	3.85365853658537	No	No	I
STEAP2	XM_003771917.4	NC_045430.1	1470	41.84	3.43636363636364	No	No	I
WDR60	XM_031939584.1	NC_045430.1	1977	39.61	3.44827586206897	No	No	I
RPL15	XM_031940351.1	NC_045430.1	615	57.72	4.40909090909091	No	No	I
C5H10orf67	XM_031939865.1	NC_045430.1	1362	36.56	3.48571428571429	No	No	I
ZFC3H1	XM_031938974.1	NC_045430.1	6027	42.06	4.07734806629834	No	No	I
RARG	XM_031937810.1	NC_045430.1	1479	58.08	4.35779816513761	Yes	No	UL
PLA2G6	XM_031941036.1	NC_045430.1	2487	59.67	4.34269662921348	Yes	No	PI
UCN3	XM_003772427.2	NC_045430.1	510	45.69	3.63636363636364	No	No	I
LOC100922147	XM_031937730.1	NC_045430.1	1335	53.03	3.93589743589744	No	No	I
SMARCC2	XM_031941195.1	NC_045430.1	3744	52.43	3.81081081081081	Yes	No	I
CACNA2D1	XM_031938659.1	NC_045430.1	3264	39.80	3.29032258064516	No	No	I
DYRK4	XM_003771294.3	NC_045430.1	2028	43.24	3.46052631578947	No	No	I
THRB	XM_023505183.2	NC_045430.1	1407	53.80	4.1304347826087	No	No	I
WEE2	XM_031939215.1	NC_045430.1	1785	45.04	3.53521126760563	No	No	I
MGAT4C	XM_023504326.2	NC_045430.1	1404	36.97	3.2	No	No	I
POLR2F	XM_003772336.4	NC_045430.1	384	54.69	4.33333333333333	No	No	I
ITGB8	XM_031940655.1	NC_045430.1	2079	46.22	3.46875	No	No	I
BMI1	XM_031939871.1	NC_045430.1	981	40.27	3.52	No	No	I
NMT2	XM_023505101.2	NC_045430.1	1428	40.27	3.45454545454545	No	No	I
ANKS1B	XM_031941014.1	NC_045430.1	2553	46.06	3.50420168067227	No	No	I
RNF133	XM_003771564.4	NC_045430.1	1128	42.02	3.51111111111111	No	No	I
KIAA1217	XM_031937981.1	NC_045430.1	3450	56.29	4.5668202764977	Yes	No	PI
GALNT15	XM_031940297.1	NC_045430.1	1878	60.17	4.47692307692308	No	No	I
LMO3	XM_012550692.3	NC_045430.1	438	45.66	3.23809523809524	No	No	I
MAGI2	XM_031940852.1	NC_045430.1	4170	47.89	3.62311557788945	No	No	I
GAS2L3	XM_023504416.2	NC_045430.1	2085	46.43	3.57303370786517	No	No	I
VEZT	XM_031940811.1	NC_045430.1	2412	44.69	3.44943820224719	No	No	I
INSIG1	XM_031939511.1	NC_045430.1	855	46.32	3.51351351351351	No	No	I
TXNRD1	XM_012550610.3	NC_045430.1	1557	48.55	3.80487804878049	No	No	I
EEF1AKMT3	XM_031941058.1	NC_045430.1	579	51.30	3.68571428571429	No	No	UL
CCNY	XM_012551216.3	NC_045430.1	747	43.11	3.53571428571429	No	No	I
RPL14	XM_031940469.1	NC_045430.1	621	54.27	4.47727272727273	No	No	I
NABP2	XM_031941189.1	NC_045430.1	636	52.99	3.83720930232558	No	No	I
TCAIM	XM_031940449.1	NC_045430.1	1476	48.64	3.84722222222222	No	No	I
CREM	XM_023505031.2	NC_045430.1	810	44.69	3.48148148148148	No	No	I
TCAIM	XM_031940448.1	NC_045430.1	1503	48.30	3.84722222222222	No	No	I
PACSIN2	XM_031938024.1	NC_045430.1	1338	54.48	4.06172839506173	Yes	No	PI
LOC100931075	XM_023505566.2	NC_045430.1	1938	54.23	3.8859649122807	Yes	No	PI
ULK4	XM_031940057.1	NC_045430.1	3831	43.44	3.608	No	No	I
SHANK3	XM_031938635.1	NC_045430.1	4629	66.02	5.31070496083551	Yes	No	M
ANKS1B	XM_031941012.1	NC_045430.1	3606	46.87	3.52380952380952	No	No	I
CSF2RB	XM_012550661.3	NC_045430.1	2625	51.35	3.75974025974026	Yes	No	PI
FAM131B	XM_031939266.1	NC_045430.1	897	54.07	3.66666666666667	No	No	I
HDAC9	XM_031940672.1	NC_045430.1	1959	57.84	4.63478260869565	Yes	No	PI
CREM	XM_031939678.1	NC_045430.1	288	46.18	3.71428571428571	No	No	I
NRCAM	XM_031938785.1	NC_045430.1	3612	41.11	3.42201834862385	No	No	I
CACNA2D1	XM_031938661.1	NC_045430.1	1632	41.18	3.23636363636364	No	No	I
BBS10	XM_031938016.1	NC_045430.1	2160	38.94	4.03846153846154	No	No	I
FEZF1	XM_003771562.2	NC_045430.1	1416	52.33	4.1195652173913	No	No	I
LOC100924772	XM_031939488.1	NC_045430.1	939	39.51	3.43478260869565	No	No	UL
CDK14	XM_031939992.1	NC_045430.1	1272	45.91	3.85454545454545	Yes	No	PI
STRAP	XM_012550695.3	NC_045430.1	1050	43.52	3.70588235294118	No	No	I
FAM3C	XM_031938907.1	NC_045430.1	678	37.32	3.55555555555556	No	No	I
TBC1D5	XM_031940327.1	NC_045430.1	2400	47.88	3.91228070175439	Yes	No	PI
CTTNBP2	XM_003771544.3	NC_045430.1	4998	45.16	3.515625	No	No	I
GLI1	XM_031941099.1	NC_045430.1	3294	55.53	3.94491525423729	Yes	No	M
CADPS2	XM_031938930.1	NC_045430.1	3912	43.76	3.82089552238806	Yes	No	PI
SNRK	XM_031940467.1	NC_045430.1	2259	59.76	4.88815789473684	Yes	No	M
DNAH11	XM_031940270.1	NC_045430.1	13188	52.74	4.08266666666667	Yes	No	PI
CSAD	XM_031937817.1	NC_045430.1	1182	54.65	4.13636363636364	No	No	I
INSIG1	XM_031939512.1	NC_045430.1	855	46.32	3.51351351351351	No	No	I
RINT1	XM_031938742.1	NC_045430.1	2280	38.86	3.5	No	No	I
CLEC5A	XM_031939226.1	NC_045430.1	654	45.26	3.44444444444444	No	No	I
PTPRZ1	XM_031938921.1	NC_045430.1	4350	40.23	3.43478260869565	No	No	I
NAPEPLD	XM_003772608.3	NC_045430.1	1194	39.87	3.58620689655172	No	No	I
EIF3L	XM_031940971.1	NC_045430.1	1695	53.39	4.27710843373494	Yes	No	PI
TBC1D15	XM_012550480.3	NC_045430.1	2097	38.77	3.55102040816327	No	No	I
NRCAM	XM_031938798.1	NC_045430.1	3348	40.95	3.41904761904762	No	No	I
MLLT10	XM_031939881.1	NC_045430.1	2679	45.05	3.65591397849462	No	No	I
WASHC1	XM_012550800.3	NC_045430.1	1401	54.96	3.94047619047619	No	No	I
LOC100928654	XM_031939643.1	NC_045430.1	4557	56.51	4.5224358974359	Yes	No	PI
CBX3	XM_031940551.1	NC_045430.1	615	48.13	3.73076923076923	No	No	UL
KRT78	XM_012551747.3	NC_045430.1	1533	49.58	3.75757575757576	No	No	I
ATP5MC2	XM_023505576.2	NC_045430.1	426	54.23	3.89285714285714	No	No	I
SUV39H2	XM_031938617.1	NC_045430.1	1086	39.96	3.92857142857143	No	No	I
VIM	XM_031939911.1	NC_045430.1	1404	56.27	4.53846153846154	No	No	I
NUDT4	XM_031939078.1	NC_045430.1	387	43.67	3.42857142857143	No	No	I
TMEM196	XM_031940658.1	NC_045430.1	540	54.81	4.05405405405405	No	No	I
ST8SIA1	XM_023504498.2	NC_045430.1	1086	46.04	3.68518518518519	No	No	I
TMEM243	XM_031938630.1	NC_045430.1	318	40.88	3	No	No	I
RERG	XM_031938340.1	NC_045430.1	600	47.50	3.51851851851852	No	No	I
PHF21B	XM_031940954.1	NC_045430.1	1449	58.11	4.05607476635514	No	No	I
KRBA1	XM_031939342.1	NC_045430.1	3657	60.32	4.14642857142857	Yes	No	UL
LDHB	XM_023504491.2	NC_045430.1	1005	43.98	3.37142857142857	No	No	I
PFKFB3	XM_012550866.3	NC_045430.1	1473	45.76	3.83606557377049	No	No	UL
PPP1R12A	XM_031938712.1	NC_045430.1	3102	42.01	3.62352941176471	No	No	I
RSU1	XM_031939917.1	NC_045430.1	732	48.09	3.78787878787879	Yes	No	I
KRIT1	XM_031940005.1	NC_045430.1	2211	38.63	3.26666666666667	No	No	I
ASCL1	XM_031938541.1	NC_045430.1	771	70.43	6.63157894736842	Yes	No	M
DCLRE1C	XM_023504718.2	NC_045430.1	1839	39.21	3.24390243902439	No	No	I
AGAP3	XM_031939431.1	NC_045430.1	1782	65.26	4.76582278481013	Yes	No	PI
CADPS2	XM_031938937.1	NC_045430.1	3792	43.70	3.84496124031008	Yes	No	PI
LOC100921010	XM_023505457.2	NC_045430.1	6342	52.10	3.73936170212766	No	No	I
HOXA5	XM_003772076.3	NC_045430.1	810	55.06	4.11864406779661	No	No	UL
NMT2	XM_031939933.1	NC_045430.1	1236	39.81	3.57575757575758	No	No	I
ELFN2	XM_031940965.1	NC_045430.1	2421	64.11	4.99435028248588	Yes	No	M
LOC100914398	XM_031939244.1	NC_045430.1	2193	48.75	3.80188679245283	No	No	I
SNX10	XM_031940541.1	NC_045430.1	609	47.13	4.08333333333333	Yes	No	PI
LOC116419632	XM_031940712.1	NC_045430.1	555	65.41	4.9	Yes	No	PI
BICD1	XM_031938141.1	NC_045430.1	2475	41.37	3.53731343283582	No	No	I
KCNC2	XM_031940160.1	NC_045430.1	1293	44.62	3.75438596491228	No	Yes	I
ULK4	XM_031940061.1	NC_045430.1	3732	43.44	3.60162601626016	No	No	I
WASHC4	XM_031939928.1	NC_045430.1	3531	41.94	3.46875	No	No	I
SPAG6	XM_012551247.3	NC_045430.1	1527	44.66	3.52830188679245	No	No	I
MPP6	XM_031940586.1	NC_045430.1	1539	55.43	4.375	Yes	Yes	PI
OPN1SW	XM_003771592.4	NC_045430.1	1041	53.99	3.90277777777778	No	No	I
GRASP	XM_031937844.1	NC_045430.1	1044	62.74	5.42105263157895	No	No	UL
SVIL	XM_031939780.1	NC_045430.1	5832	45.99	3.55102040816327	No	No	I
CHST11	XM_031938096.1	NC_045430.1	1059	54.01	3.91379310344828	No	No	I
CDV3	XM_031940104.1	NC_045430.1	630	59.05	7	Yes	No	PI
GPRC5D	XM_031938224.1	NC_045430.1	888	46.17	3.62857142857143	No	No	I
HACD1	XM_031939906.1	NC_045430.1	747	42.97	3.89285714285714	No	No	I
TAC3	XM_012551600.2	NC_045430.1	381	49.87	3.6875	No	No	I
NAPEPLD	XM_023505551.2	NC_045430.1	1194	39.87	3.58620689655172	No	No	I
SMIM30	XM_031938840.1	NC_045430.1	186	49.46	3.41666666666667	No	No	I
CHCHD3	XM_003771612.4	NC_045430.1	699	44.64	3.76190476190476	No	No	I
NRCAM	XM_031938791.1	NC_045430.1	3573	40.92	3.42592592592593	No	No	I
MYF5	XM_003770949.2	NC_045430.1	771	51.75	4	No	No	I
LOC116419519	XM_031940188.1	NC_045430.1	852	71.13	5.35632183908046	No	No	I
CDK6	XM_031940017.1	NC_045430.1	981	51.78	4.05660377358491	No	No	I
ADAM22	XM_031939965.1	NC_045430.1	2718	44.81	3.68852459016393	No	No	I
BHLHE41	XM_031938483.1	NC_045430.1	1503	62.54	6.38297872340426	No	No	I
LOC100916042	XM_003770916.1	NC_045430.1	951	44.16	3.475	No	No	I
MFAP5	XM_031938315.1	NC_045430.1	516	46.71	4	No	No	I
LOC100921010	XM_012551635.3	NC_045430.1	6342	52.10	3.73936170212766	No	No	I
CASP2	XM_023504936.2	NC_045430.1	1317	49.58	3.57142857142857	No	No	I
RAB3IP	XM_023504350.2	NC_045430.1	1377	40.16	3.12121212121212	No	No	I
STAC3	XM_031941117.1	NC_045430.1	1128	48.76	3.86206896551724	No	No	I
YEATS4	XM_031940699.1	NC_045430.1	684	36.11	4	No	No	I
CHRM2	XM_003771646.3	NC_045430.1	1404	44.09	3.51020408163265	No	No	I
CCDC126	XM_031940610.1	NC_045430.1	423	56.97	3.78571428571429	No	No	I
B4GALNT1	XM_012551532.3	NC_045430.1	1602	51.62	3.60919540229885	Yes	No	PI
THSD7A	XM_031940732.1	NC_045430.1	5013	55.50	3.92966360856269	Yes	No	PI
KIAA1217	XM_031937973.1	NC_045430.1	5427	52.35	4.4281045751634	Yes	No	PI
TRAK1	XM_023505135.2	NC_045430.1	2661	52.24	4.09459459459459	Yes	No	PI
CREM	XM_031939663.1	NC_045430.1	1044	44.73	3.43243243243243	No	No	I
DENND6B	XM_012550388.3	NC_045430.1	1470	55.65	4.0989010989011	No	No	I
GLB1	XM_031940022.1	NC_045430.1	1722	45.47	3.57971014492754	No	No	I
MLLT10	XM_031939880.1	NC_045430.1	3045	46.08	3.69642857142857	Yes	No	I
LOC100919534	XM_031939396.1	NC_045430.1	978	37.73	3.17391304347826	No	No	I
NEBL	XM_031939885.1	NC_045430.1	2748	40.50	3.39024390243902	No	No	I
PPFIBP1	XM_031938062.1	NC_045430.1	3060	40.85	3.42352941176471	No	No	I
COL2A1	XM_003772142.3	NC_045430.1	4473	58.13	3.88326848249027	No	No	I
CLEC5A	XM_031939227.1	NC_045430.1	591	43.15	3.45833333333333	No	No	I
HIPK2	XM_031939170.1	NC_045430.1	3507	52.41	3.99479166666667	Yes	No	I
OS9	XM_023505365.2	NC_045430.1	1902	53.05	4.07920792079208	No	No	I
KCNA6	XM_003771202.4	NC_045430.1	1620	52.53	4	No	No	I
SPATS2	XM_031937954.1	NC_045430.1	1491	45.41	3.67741935483871	No	No	I
DBF4	XM_012551294.3	NC_045430.1	2073	37.77	3.59615384615385	No	No	I
PAWR	XM_031939501.1	NC_045430.1	1170	53.08	5.04615384615385	No	No	I
SDHAF3	XM_012551497.2	NC_045430.1	357	71.71	5.87096774193548	Yes	No	PI
BRAF	XM_031939206.1	NC_045430.1	2307	46.03	4.21505376344086	No	No	I
DAZL	XM_031940314.1	NC_045430.1	933	43.19	3.48387096774194	No	No	UL
CBLL1	XM_012550949.3	NC_045430.1	1473	46.64	3.71153846153846	Yes	No	M
NRCAM	XM_031938782.1	NC_045430.1	3624	41.11	3.42201834862385	No	No	I
CADPS2	XM_031938935.1	NC_045430.1	3813	43.77	3.81203007518797	Yes	No	PI
RARG	XM_031937808.1	NC_045430.1	1515	57.89	4.1551724137931	Yes	No	UL
NGLY1	XM_031940375.1	NC_045430.1	1959	46.45	3.82926829268293	No	No	I
CYREN	XM_003771640.4	NC_045430.1	462	45.89	3.45	No	No	I
CSNK1E	XM_031939874.1	NC_045430.1	1296	56.94	4.36170212765957	Yes	No	PI
LRRC3B	XM_031940378.1	NC_045430.1	795	47.67	3.475	No	No	I
CSNK1E	XM_031939873.1	NC_045430.1	1296	56.94	4.36170212765957	Yes	No	PI
ZDHHC3	XM_031940078.1	NC_045430.1	1002	50.10	3.75438596491228	No	No	I
ARMC10	XM_023505552.2	NC_045430.1	1002	43.61	4.56410256410256	No	No	I
DYRK4	XM_031938989.1	NC_045430.1	1812	43.76	3.44776119402985	No	No	I
FAM3C	XM_031938908.1	NC_045430.1	678	37.32	3.55555555555556	No	No	I
ARHGDIB	XM_012550698.3	NC_045430.1	603	47.43	4.19047619047619	No	No	I
NRCAM	XM_031938787.1	NC_045430.1	3588	40.94	3.42990654205607	No	No	I
HMGA2	XM_031940878.1	NC_045430.1	330	52.42	4.06666666666667	No	No	I
C5H22orf23	XM_031940639.1	NC_045430.1	627	55.66	3.78181818181818	Yes	No	PI
TBC1D5	XM_031940321.1	NC_045430.1	2466	47.89	3.90434782608696	Yes	No	PI
FBH1	XM_023504662.2	NC_045430.1	3108	43.60	3.512	No	No	UL
CLEC5A	XM_031939229.1	NC_045430.1	591	43.99	3.52380952380952	No	No	I
CDK14	XM_031939985.1	NC_045430.1	1410	46.17	3.98333333333333	Yes	No	PI
NOM1	XM_003771801.4	NC_045430.1	2670	51.12	5.784	No	No	I
WNT1	XM_031937984.1	NC_045430.1	1110	62.79	4.65217391304348	No	No	I
MDFIC	XM_012550979.3	NC_045430.1	741	43.32	3.625	No	No	I
HOXA9	XM_031940266.1	NC_045430.1	1047	54.54	4.84285714285714	No	No	I
SLC38A2	XM_031940334.1	NC_045430.1	1533	39.20	3.5	No	No	I
PLCL2	XM_031940318.1	NC_045430.1	3384	51.48	4.16666666666667	No	No	I
EIF3D	XM_003771120.3	NC_045430.1	1644	54.87	3.85185185185185	No	No	I
CCT8L2	XM_012551160.2	NC_045430.1	1647	50.88	3.72115384615385	No	No	I
KCNA1	XM_031938309.1	NC_045430.1	1485	48.35	3.45121951219512	No	No	I
NRCAM	XM_031938799.1	NC_045430.1	3948	41.44	3.45081967213115	No	No	I
ZNF385A	XM_031937725.1	NC_045430.1	1050	63.81	4.47524752475248	Yes	No	PI
STAC3	XM_023505357.2	NC_045430.1	1092	48.99	3.87719298245614	No	No	I
TEX47	XM_012551275.3	NC_045430.1	858	41.03	3.5	No	No	I
DGKA	XM_023505290.2	NC_045430.1	1668	48.92	3.5679012345679	No	No	I
PIANP	XM_003771218.4	NC_045430.1	861	59.23	4.33333333333333	No	No	I
CEP41	XM_012551044.3	NC_045430.1	1152	47.40	3.67796610169492	No	No	I
CBX3	XM_031940552.1	NC_045430.1	615	48.13	3.73076923076923	No	No	UL
SPRYD3	XM_031940183.1	NC_045430.1	1500	55.13	3.99065420560748	Yes	No	PI
CSRNP2	XM_031937878.1	NC_045430.1	1650	54.91	3.94285714285714	Yes	No	M
CEP41	XM_031939068.1	NC_045430.1	1047	47.47	3.67857142857143	No	No	I
CELF2	XM_012550881.3	NC_045430.1	1593	48.71	3.63855421686747	No	No	I
REPIN1	XM_031939378.1	NC_045430.1	2154	56.13	4.11409395973154	No	No	I
DESI1	XM_031939580.1	NC_045430.1	507	56.21	4.27272727272727	No	No	I
C5H12orf50	XM_031938517.1	NC_045430.1	1437	40.22	3.48648648648649	No	No	I
PRKAG2	XM_031939459.1	NC_045430.1	1677	45.56	3.82432432432432	No	No	I
AKAP3	XM_031938985.1	NC_045430.1	2652	49.13	3.796875	Yes	No	M
SP7	XM_031939621.1	NC_045430.1	1239	58.76	4.08823529411765	No	No	I
ZNF783	XM_031939350.1	NC_045430.1	1734	56.81	4.2962962962963	No	No	UL
ATP5MC2	XM_031937748.1	NC_045430.1	594	55.72	3.88636363636364	Yes	No	UL
STAT2	XM_031941172.1	NC_045430.1	2367	48.88	3.79381443298969	Yes	No	PI
TMEM243	XM_031938628.1	NC_045430.1	384	45.31	3.33333333333333	No	No	I
PTPRZ1	XM_031938920.1	NC_045430.1	6912	40.52	3.35483870967742	No	No	I
CSAD	XM_003772451.4	NC_045430.1	1485	54.41	4.1566265060241	No	No	I
MPP6	XM_031940588.1	NC_045430.1	1287	57.58	4.33333333333333	Yes	No	PI
HNRNPA1	XM_012551564.2	NC_045430.1	960	47.71	3.75	No	No	I
LOC116419480	XM_031940015.1	NC_045430.1	651	36.87	3.5	No	No	I
HSP90B1	XM_003772592.3	NC_045430.1	2412	41.00	3.40277777777778	No	No	I
ARL5B	XM_031939897.1	NC_045430.1	429	42.19	3.16666666666667	No	No	I
SLC25A3	XM_031941133.1	NC_045430.1	954	48.74	3.54347826086957	No	No	I
IRF5	XM_023504858.2	NC_045430.1	1482	59.51	4.3135593220339	Yes	No	PI
MAGI2	XM_031940848.1	NC_045430.1	4653	48.14	3.68609865470852	No	No	I
MARCHF9	XM_012551528.3	NC_045430.1	1041	61.96	4.85135135135135	No	No	I
RANGAP1	XM_031940860.1	NC_045430.1	1746	57.62	4.03030303030303	Yes	No	PI
FKBP4	XM_031939319.1	NC_045430.1	1383	53.80	3.85714285714286	No	No	I
LOC100935065	XM_031940463.1	NC_045430.1	597	50.42	3.93939393939394	No	No	I
HDAC9	XM_031940671.1	NC_045430.1	1968	57.77	4.63478260869565	Yes	No	PI
RBFOX2	XM_031938957.1	NC_045430.1	1206	54.23	3.86363636363636	Yes	No	PI
EP300	XM_031938296.1	NC_045430.1	7149	56.83	4.31128404669261	Yes	No	PI
PRR13	XM_031937787.1	NC_045430.1	495	54.75	3.72972972972973	Yes	No	M
RARB	XM_031940374.1	NC_045430.1	1011	48.96	3.875	No	No	I
NFYB	XM_031940788.1	NC_045430.1	645	42.17	3.57894736842105	No	No	I
A4GALT	XM_031940537.1	NC_045430.1	1068	53.93	4	No	No	I
LOC100913276	XM_031938980.1	NC_045430.1	1779	43.28	3.36507936507937	No	No	I
PTHLH	XM_003770842.3	NC_045430.1	534	44.19	3.6	No	No	I
AMDHD1	XM_003771033.4	NC_045430.1	1326	50.00	3.92753623188406	No	No	I
CALD1	XM_023504886.2	NC_045430.1	1617	47.43	3.59493670886076	No	No	I
ANO10	XM_031940461.1	NC_045430.1	1983	49.62	3.91836734693878	Yes	No	PI
LOC100919701	XM_031940043.1	NC_045430.1	384	55.73	3.625	Yes	No	PM
PACSIN2	XM_031938022.1	NC_045430.1	1461	53.59	4.06024096385542	Yes	No	PI
CAV1	XM_012550989.3	NC_045430.1	537	46.00	3.83333333333333	No	No	I
AAAS	XM_031937807.1	NC_045430.1	1377	56.72	3.72727272727273	No	No	I
LOC100929946	XM_031940162.1	NC_045430.1	612	48.69	3.45454545454545	Yes	No	M
CELF2	XM_031940495.1	NC_045430.1	1515	49.11	3.64102564102564	No	No	I
LOC105750831	XM_031939298.1	NC_045430.1	942	45.54	3.5	No	No	I
SHISAL1	XM_031940662.1	NC_045430.1	618	53.72	3.825	No	No	I
FBXL13	XM_031938696.1	NC_045430.1	1890	37.99	3.20754716981132	No	No	I
PPFIA2	XM_031938554.1	NC_045430.1	3783	44.89	3.56	Yes	No	PI
TST	XM_031940874.1	NC_045430.1	897	62.65	4.55405405405405	No	No	I
WEE2	XM_003772672.2	NC_045430.1	1785	45.04	3.53521126760563	No	No	I
USP15	XM_023504233.2	NC_045430.1	2331	37.75	3.36206896551724	Yes	No	I
TRIM24	XM_031939145.1	NC_045430.1	3189	45.91	4.48648648648649	No	No	I
OSBPL10	XM_031940428.1	NC_045430.1	2457	60.24	4.88439306358381	Yes	No	PI
LOC100917098	XM_031939069.1	NC_045430.1	1260	50.08	3.546875	Yes	No	I
JAZF1	XM_031940523.1	NC_045430.1	540	55.93	4.15789473684211	No	No	I
RNF41	XM_031941187.1	NC_045430.1	741	55.74	4	No	No	I
LOC100918656	XM_012550472.3	NC_045430.1	939	39.83	3.27586206896552	No	No	I
TEF	XM_031940822.1	NC_045430.1	1038	59.44	4.80555555555556	Yes	No	PI
RAB3IP	XM_031940644.1	NC_045430.1	1377	40.23	3.11428571428571	No	No	I
WASHC1	XM_012550801.3	NC_045430.1	1401	54.96	3.94047619047619	No	No	I
KERA	XM_031939922.1	NC_045430.1	1059	44.66	3.64285714285714	No	No	I
SOCS2	XM_031937996.1	NC_045430.1	591	47.04	3.93333333333333	No	No	I
SYPL1	XM_031938750.1	NC_045430.1	771	42.28	3.84615384615385	Yes	No	PI
SINHCAF	XM_031938127.1	NC_045430.1	669	42.75	3.36842105263158	No	No	I
TMEM140	XM_031939112.1	NC_045430.1	690	48.99	3.77142857142857	No	No	I
LOC100917272	XM_003772461.1	NC_045430.1	963	46.21	3.3	No	No	I
TROAP	XM_031937957.1	NC_045430.1	1899	54.24	3.95161290322581	No	No	I
