Gene stable ID	Gene name	Gene % GC content	Tasmanian devil gene stable ID	Tasmanian devil gene name	Tasmanian devil chromosome/scaffold name	Query protein or transcript ID	Tasmanian devil Gene-order conservation score	Tasmanian devil Whole-genome alignment coverage	Tasmanian devil orthology confidence [0 low, 1 high]
ENSG00000308064		50.45							
ENSG00000254006		39.06							
ENSG00000308124		40.75							
ENSG00000228714		38.37							
ENSG00000275871	LNPPS	50.50							
ENSG00000300034		38.44							
ENSG00000284182	MIR143	57.55	ENSSHAG00000019474	MIR143	2	ENST00000385300		93.40	1
ENSG00000276365	MIR145	47.73							
ENSG00000300129		49.33							
ENSG00000290991		42.00							
ENSG00000260937		39.49							
ENSG00000308421		38.53							
ENSG00000123643	SLC36A1	42.72	ENSSHAG00000004583	SLC36A1	2	ENSP00000243389	100	93.35	1
ENSG00000123643	SLC36A1	42.72	ENSSHAG00000001683		2	ENSP00000243389	0	0.00	0
ENSG00000123643	SLC36A1	42.72	ENSSHAG00000023006		2	ENSP00000243389	0	0.19	0
ENSG00000308428		41.98							
ENSG00000302434		55.35							
ENSG00000302436		33.76							
ENSG00000274827	LINC01297	42.53							
ENSG00000302444		54.49							
ENSG00000139725	RHOF	56.89	ENSSHAG00000021153		1	ENSP00000267205	100	54.71	0
ENSG00000253636		41.63							
ENSG00000300138		45.09							
ENSG00000224215	C10orf67-AS1	42.53							
ENSG00000260661		41.94							
ENSG00000260067	MTND4LP25	28.83							
ENSG00000284606		45.31							
ENSG00000300195		44.44							
ENSG00000261421		37.00							
ENSG00000302478		39.23							
ENSG00000261815		45.02							
ENSG00000302491		39.95							
ENSG00000179523	EIF3J-DT	43.72							
ENSG00000102924	CBLN1	56.88	ENSSHAG00000026579	CBLN1	2	ENSP00000219197	100	100.00	1
ENSG00000302495		64.68							
ENSG00000302540		40.04							
ENSG00000293534		51.64							
ENSG00000276888		38.21							
ENSG00000293168		55.71							
ENSG00000302586		47.77							
ENSG00000273639		41.04							
ENSG00000172775	PSME3IP1	41.93	ENSSHAG00000014076	PSME3IP1	2	ENSP00000335808	100	100.00	1
ENSG00000302618		32.27							
ENSG00000302630		33.74							
ENSG00000228392		48.79							
ENSG00000302642		38.64							
ENSG00000257395		36.91							
ENSG00000302654		43.60							
ENSG00000308189		37.64							
ENSG00000290702		38.98							
ENSG00000185345	PRKN	40.42	ENSSHAG00000025577		4	ENSP00000355865	100	47.69	0
ENSG00000302656		41.73							
ENSG00000293991		31.50							
ENSG00000258459		40.11							
ENSG00000235518		41.45							
ENSG00000087301	TXNDC16	36.91	ENSSHAG00000001610	TXNDC16	2	ENSP00000281741	100	100.00	1
ENSG00000300206		41.90							
ENSG00000302698		40.77							
ENSG00000308456		42.54							
ENSG00000300235		36.65							
ENSG00000286876		37.19							
ENSG00000308484		42.67							
ENSG00000308486		39.59							
ENSG00000300302		40.68							
ENSG00000300320		40.83							
ENSG00000300550		40.92							
ENSG00000212694	LINC01089	58.94							
ENSG00000300563		37.81							
ENSG00000291049	FAM86B3P	53.55							
ENSG00000302718		46.42							
ENSG00000289395		58.17							
ENSG00000269506		31.78							
ENSG00000235020		40.87							
ENSG00000181555	SETD2	40.27	ENSSHAG00000010781	SETD2	1	ENSP00000386759	100	100.00	1
ENSG00000109220	CHIC2	36.31	ENSSHAG00000014044	CHIC2	6	ENSP00000263921	100	100.00	1
ENSG00000187536	TPM3P7	48.50							
ENSG00000218682		53.56							
ENSG00000260172	LINC01413	54.68							
ENSG00000233081		52.66							
ENSG00000217718	NDUFB4P4	42.39							
ENSG00000302732		39.05							
ENSG00000302752		42.88							
ENSG00000287261	HPS1-AS1	41.54							
ENSG00000084731	KIF3C	48.25	ENSSHAG00000020830	KIF3C	2	ENSP00000264712	100	100.00	1
ENSG00000227913	KRT8P44	55.41							
ENSG00000300588		36.78							
ENSG00000112530	PACRG	39.59	ENSSHAG00000024668	PACRG	4	ENSP00000355854	75	100.00	1
ENSG00000275527		56.79							
ENSG00000204148	LINC00474	37.27							
ENSG00000300600		39.36							
ENSG00000289561		43.03							
ENSG00000287915		38.41							
ENSG00000180613	GSX2	58.17	ENSSHAG00000030117	GSX2	6	ENSP00000319118	100	100.00	1
ENSG00000259234	ANKRD34C-AS1	43.47							
ENSG00000138744	NAAA	44.37	ENSSHAG00000030700	NAAA	6	ENSP00000286733	100	100.00	1
ENSG00000302787		40.43							
ENSG00000302788		38.08							
ENSG00000302824		44.33							
ENSG00000217557		45.36							
ENSG00000308232		49.18							
ENSG00000285610		41.46							
ENSG00000285553		40.77							
ENSG00000145860	RNF145	36.97	ENSSHAG00000018754	RNF145	2	ENSP00000409064	100	100.00	1
ENSG00000302873		40.43							
ENSG00000308236		36.76							
ENSG00000225683	PACRG-AS3	43.81							
ENSG00000308237		55.08							
ENSG00000308256		36.39							
ENSG00000290887		38.94							
ENSG00000308267		39.14							
ENSG00000204814		48.41							
ENSG00000272849		61.56							
ENSG00000135439	AGAP2	57.66	ENSSHAG00000009154	AGAP2	5	ENSP00000449241	100	100.00	1
ENSG00000308285		39.55							
ENSG00000302901		43.01							
ENSG00000308288		42.82							
ENSG00000308297		57.74							
ENSG00000308298		42.70							
ENSG00000302904		57.44							
ENSG00000302909		48.60							
ENSG00000302912		36.60							
ENSG00000302926		50.49							
ENSG00000290445	CCNYL2	39.67							
ENSG00000300669		45.16							
ENSG00000300671		46.53							
ENSG00000300683		55.53							
ENSG00000282793		51.12							
ENSG00000300709		44.89							
ENSG00000300769		37.76							
ENSG00000300775		48.85							
ENSG00000180998	GPR137C	37.43							
ENSG00000300788		58.30							
ENSG00000300802		40.70							
ENSG00000300804		36.19							
ENSG00000290717	ZNF658B	39.69							
ENSG00000259564		35.69							
ENSG00000204832	ST8SIA6-AS1	42.79							
ENSG00000300894		40.61							
ENSG00000300897		59.44							
ENSG00000300920		38.18							
ENSG00000259588		43.32							
ENSG00000228692		45.93							
ENSG00000301058		40.26							
ENSG00000196284	SUPT3H	36.30	ENSSHAG00000003305	SUPT3H	4	ENSP00000360514	100	84.16	1
ENSG00000301104		55.86							
ENSG00000259579		45.28							
ENSG00000197930	ERO1A	37.59							
ENSG00000287542	HERC3	39.24							
ENSG00000289159		62.97							
ENSG00000308336		51.71							
ENSG00000302985		35.09							
ENSG00000179776	CDH5	49.51	ENSSHAG00000032217	CDH5	2	ENSP00000344115	100	99.79	1
ENSG00000235931	LINC01553	36.66							
ENSG00000308345		63.51							
ENSG00000215112	FAM74A1	39.17							
ENSG00000268412	TRMT112P6	56.79							
ENSG00000259536		45.48							
ENSG00000084733	RAB10	40.63	ENSSHAG00000032249	RAB10	2	ENSP00000264710	100	100.00	1
ENSG00000138641	HERC3	39.04	ENSSHAG00000000708	HERC3	6	ENSP00000385684	75	100.00	1
ENSG00000303005		39.41							
ENSG00000207789	MIR26A2	47.62	ENSSHAG00000030918	sha-mir-26a	5	ENST00000385054		100.00	0
ENSG00000233945	LINC02650	37.81							
ENSG00000135127	BICDL1	44.03	ENSSHAG00000027347	BICDL1	1	ENSP00000447477	100	100.00	1
ENSG00000308378		47.71							
ENSG00000303041		39.08							
ENSG00000301132		53.43							
ENSG00000234921		49.11							
ENSG00000301141		60.60							
ENSG00000264404	LINC02675	36.37							
ENSG00000301218		54.90							
ENSG00000308400		44.94							
ENSG00000207630	MIR7-3	49.09							
ENSG00000288837		57.37							
ENSG00000270900	NUDT19P4	42.91							
ENSG00000308405		38.19							
ENSG00000301308		39.29							
ENSG00000276156		39.50							
ENSG00000289471		66.84							
ENSG00000308426		38.88							
ENSG00000308533		48.90							
ENSG00000277769	RBM22P4	47.42							
ENSG00000219384		41.90							
ENSG00000308512		39.24							
ENSG00000225522		44.74							
ENSG00000207769	MIR586	32.99							
ENSG00000301324		44.02							
ENSG00000271328	B3GNTL1P2	40.97							
ENSG00000174567	GOLT1A	47.46	ENSSHAG00000001751	GOLT1A	4	ENSP00000308535	100	93.88	1
ENSG00000198087	CD2AP	36.38	ENSSHAG00000002115	CD2AP	4	ENSP00000352264	100	93.63	1
ENSG00000301330		50.12							
ENSG00000227531		38.07							
ENSG00000130816	DNMT1	50.43	ENSSHAG00000008894	DNMT1	1	ENSP00000352516	100	85.49	1
ENSG00000130816	DNMT1	50.43	ENSSHAG00000024917		1	ENSP00000352516	100	46.53	0
ENSG00000301387		52.26							
ENSG00000289148		59.77							
ENSG00000164256	PRDM9	37.92							
ENSG00000301429		46.35							
ENSG00000301511		37.64							
ENSG00000233086	LNCARSR	39.38							
ENSG00000236756	DNAJC9-AS1	41.22							
ENSG00000308536		42.69							
ENSG00000301536		38.34							
ENSG00000308537		47.90							
ENSG00000301624		37.04							
ENSG00000199872	RNU6-942P	38.32							
ENSG00000308543		38.62							
ENSG00000231691		47.56							
ENSG00000235440	RPS2P15	51.83							
ENSG00000231655	EMP2P1	50.40							
ENSG00000301628		48.48							
ENSG00000214465	SMARCE1P6	49.21							
ENSG00000219133	RPL21P19	43.69							
ENSG00000301638		39.78							
ENSG00000227133		43.63							
ENSG00000308558		38.75							
ENSG00000301673		46.57							
ENSG00000280924	LINC00628	52.13							
ENSG00000301681		45.14							
ENSG00000237848		39.74							
ENSG00000236779		56.96							
ENSG00000200408	RNA5SP74	57.80							
ENSG00000237951	PPIL1P1	50.70							
ENSG00000240219		52.59							
ENSG00000308573		44.42							
ENSG00000255575		41.78							
ENSG00000157833	GAREM2	58.43	ENSSHAG00000021473	GAREM2	2	ENSP00000384593	100	100.00	1
ENSG00000259237	LINC02490	39.72							
ENSG00000308589		40.76							
ENSG00000228729		43.24							
ENSG00000236636	UBA5P1	40.74							
ENSG00000111737	RAB35	55.76	ENSSHAG00000023050	RAB35	1	ENSP00000229340	100	96.93	1
ENSG00000287525		46.81							
ENSG00000249917	LINC00536	37.82							
ENSG00000303062		53.78							
ENSG00000308535		38.75							
ENSG00000233940	RPL12P45	41.51							
ENSG00000228348	EFCAB14P1	46.87							
ENSG00000303068		49.19							
ENSG00000201868	Y_RNA	44.68							
ENSG00000240374	RN7SL503P	53.47							
ENSG00000303074		43.01							
ENSG00000308540		39.96							
ENSG00000201542	SNORA62	36.18							
ENSG00000308541		40.36							
ENSG00000203910	C1orf146	39.22	ENSSHAG00000010746	C1orf146	4	ENSP00000359401	100	100.00	1
ENSG00000308542		68.53							
ENSG00000303087		52.37							
ENSG00000303100		36.86							
ENSG00000229105	ASTN2-AS1	40.95							
ENSG00000303140		37.03							
ENSG00000303145		37.64							
ENSG00000303158		38.01							
ENSG00000287826		39.49							
ENSG00000308581		38.42							
ENSG00000253643	ADAM7-AS2	37.49							
ENSG00000135931	ARMC9	45.71	ENSSHAG00000006307	ARMC9	4	ENSP00000484804	75	83.88	1
ENSG00000273061	CDC37L1-DT	43.93							
ENSG00000285891	MSANTD5	51.29							
ENSG00000207524	RNU6-33P	44.86							
ENSG00000233125	ACTBP12	55.50							
ENSG00000177432	NAP1L5	42.88							
ENSG00000291019	AACSP1	48.81							
ENSG00000248019	FAM13A-AS1	39.58							
ENSG00000174842	GLMN	38.00	ENSSHAG00000010432	GLMN	4	ENSP00000359385	100	94.10	1
ENSG00000236303	LINC02646	46.41							
ENSG00000301720		37.65							
ENSG00000089154	GCN1	49.67	ENSSHAG00000018556	GCN1	1	ENSP00000300648	100	100.00	1
ENSG00000301738		54.92							
ENSG00000113645	WWC1	46.59	ENSSHAG00000014947	WWC1	2	ENSP00000265293	50	98.93	1
ENSG00000308598		37.65							
ENSG00000278151		36.97							
ENSG00000276003		54.63							
ENSG00000308601		39.32							
ENSG00000199762	Y_RNA	38.46							
ENSG00000308656		55.82							
ENSG00000145287	PLAC8	41.38	ENSSHAG00000007753	PLAC8	6	ENSP00000309509	75	99.59	1
ENSG00000301748		56.36							
ENSG00000252711	RN7SKP116	40.44							
ENSG00000124818	OPN5	38.62	ENSSHAG00000008253	OPN5	4	ENSP00000360255	100	99.10	1
ENSG00000259203		53.52							
ENSG00000178084	HTR3C	49.50	ENSSHAG00000024590		4	ENSP00000322617	50	100.00	1
ENSG00000258757		42.86							
ENSG00000308673		51.74							
ENSG00000289263		59.77							
ENSG00000100519	PSMC6	37.88	ENSSHAG00000006344	PSMC6	2	ENSP00000401802	100	96.84	1
ENSG00000308610		44.73							
ENSG00000289933		54.07							
ENSG00000246777	DYNC1LI2-DT	45.07							
ENSG00000225140		52.96							
ENSG00000249961	TERB1	39.87	ENSSHAG00000005275	TERB1	2	ENSP00000463762	100	82.77	1
ENSG00000286842		43.09							
ENSG00000286289		40.98							
ENSG00000308674		36.91							
ENSG00000233576	HTR3C2P	50.99							
ENSG00000247134		37.84							
ENSG00000207351	Y_RNA	45.13							
ENSG00000186038	HTR3E	47.50							
ENSG00000278416	PMS2P2	43.86							
ENSG00000303257		50.29							
ENSG00000303273		36.64							
ENSG00000308688		37.93							
ENSG00000303302		56.53							
ENSG00000066923	STAG3	46.09	ENSSHAG00000010619	STAG3	4	ENSP00000477973	100	88.22	1
ENSG00000280485		42.08							
ENSG00000308691		61.10							
ENSG00000308694		42.96							
ENSG00000303335		46.27							
ENSG00000303362		40.21							
ENSG00000234952	LINC02674	48.11							
ENSG00000308740		45.40							
ENSG00000200340	RNU1-105P	45.96							
ENSG00000288903		40.65							
ENSG00000301771		52.41							
ENSG00000112394	SLC16A10	40.20	ENSSHAG00000002106	SLC16A10	4	ENSP00000357844	100	100.00	1
ENSG00000308726		38.14							
ENSG00000301795		41.51							
ENSG00000285683		39.32							
ENSG00000303377		40.46							
ENSG00000260305	NTRK3-AS1	52.79							
ENSG00000303380		38.76							
ENSG00000303432		57.46							
ENSG00000308758		38.39							
ENSG00000259624		44.64							
ENSG00000204446	LINC02872	43.93							
ENSG00000261318	DIS3L-AS1	44.27							
ENSG00000259331		40.03							
ENSG00000308778		31.75							
ENSG00000308784		42.06							
ENSG00000293228		37.76							
ENSG00000253358		36.40							
ENSG00000308795		48.60							
ENSG00000200926	RNU6-960P	39.17							
ENSG00000289226		57.14							
ENSG00000308743		49.49							
ENSG00000173214	MFSD4B	37.91	ENSSHAG00000005396	MFSD4B	4	ENSP00000500934	100	100.00	1
ENSG00000308887		41.47							
ENSG00000308751		41.06							
ENSG00000254219		38.57							
ENSG00000308893		57.51							
ENSG00000308775		36.71							
ENSG00000308780		39.81							
ENSG00000308900		39.64							
ENSG00000308793		69.01							
ENSG00000288989		53.06							
ENSG00000276462	LINC03025	47.05							
ENSG00000308805		44.34							
ENSG00000285866	LINC02852	42.12							
ENSG00000308809		57.20							
ENSG00000159593	NAE1	46.31	ENSSHAG00000004152	NAE1	2	ENSP00000290810	100	96.31	1
ENSG00000302219		44.66							
ENSG00000302230		36.28							
ENSG00000259280		40.69							
ENSG00000308810		42.37							
ENSG00000253286		45.23							
ENSG00000308922		38.25							
ENSG00000308937		45.56							
ENSG00000308938		51.59							
ENSG00000308949		49.74							
ENSG00000309015		47.37							
ENSG00000258538		42.68							
ENSG00000309069		41.42							
ENSG00000309073		40.94							
ENSG00000309076		34.25							
ENSG00000258867	HISLA	40.08							
ENSG00000303458		50.31							
ENSG00000271789		39.49							
ENSG00000303471		56.20							
ENSG00000122484	RPAP2	38.43	ENSSHAG00000009884	RPAP2	4	ENSP00000476948	100	96.19	1
ENSG00000290768		48.98							
ENSG00000237761		42.41							
ENSG00000009413	REV3L	36.90	ENSSHAG00000006121	REV3L	4	ENSP00000357792	100	96.72	1
ENSG00000308833		44.05							
ENSG00000251526	LINC02435	39.66							
ENSG00000308850		43.82							
ENSG00000303513		42.86							
ENSG00000253471		43.90							
ENSG00000249464	LINC01091	37.67							
ENSG00000255046		50.82							
ENSG00000226200	SGMS1-AS1	43.53							
ENSG00000308867		41.13							
ENSG00000285977		38.59							
ENSG00000224764		46.70							
ENSG00000259560		38.92							
ENSG00000205955	HSP90AA5P	42.44							
ENSG00000254101	LINC02055	37.81							
ENSG00000228205	RPS3P3	52.19							
ENSG00000266704	MIR4498	60.61							
ENSG00000309109		53.60							
ENSG00000161204	ABCF3	51.76	ENSSHAG00000002957	ABCF3	4	ENSP00000411471	100	100.00	1
ENSG00000089157	RPLP0	48.95							
ENSG00000309116		55.70							
ENSG00000257582	LINC01475	51.05							
ENSG00000309119		46.09							
ENSG00000286547		54.13							
ENSG00000309126		41.38							
ENSG00000113643	RARS1	39.43	ENSSHAG00000015413	RARS1	2	ENSP00000231572	100	98.93	1
ENSG00000278175	GLIDR	40.15							
ENSG00000242764	RN7SL824P	54.21							
ENSG00000223787		40.75							
ENSG00000229992	HMGB3P9	44.08							
ENSG00000303532		42.76							
ENSG00000201317	RNU4-59P	37.07							
ENSG00000225505		42.13							
ENSG00000234202	H3P3	50.64							
ENSG00000223896	CCNJP2	43.94							
ENSG00000279111	OR10X1	44.34	ENSSHAG00000000443		4	ENSP00000485609	0	0.00	0
ENSG00000279111	OR10X1	44.34	ENSSHAG00000000926		4	ENSP00000485609	0	0.00	0
ENSG00000187701	OR2T27	39.38	ENSSHAG00000003990		1	ENSP00000493412	0	0.00	0
ENSG00000228778		52.37							
ENSG00000231237	OR6K1P	45.42							
ENSG00000286401		39.88							
ENSG00000203757	OR6K3	37.80							
ENSG00000303553		42.17							
ENSG00000229724	OR2AQ1P	47.00							
ENSG00000303571		49.46							
ENSG00000180409	OR10AA1P	51.55							
ENSG00000303579		42.10							
ENSG00000163563	MNDA	34.66	ENSSHAG00000005599		4	ENSP00000357123	100	51.07	0
ENSG00000303594		49.44							
ENSG00000286694		46.53							
ENSG00000303616		45.45							
ENSG00000303635		42.60							
ENSG00000303638		35.27							
ENSG00000302288		54.23							
ENSG00000303647		44.94							
ENSG00000302301		43.46							
ENSG00000302310		45.00							
ENSG00000196266	OR10J3	49.47	ENSSHAG00000000674	OR10J3	4	ENSP00000498122	100	0.00	1
ENSG00000259527	LINC00052	40.14							
ENSG00000303648		45.39							
ENSG00000303668		53.27							
ENSG00000303684		58.17							
ENSG00000302329		38.79							
ENSG00000196772	OR14A16	35.73	ENSSHAG00000005511		3	ENSP00000493024	0	0.00	0
ENSG00000196772	OR14A16	35.73	ENSSHAG00000003975		3	ENSP00000493024	0	0.00	0
ENSG00000196772	OR14A16	35.73	ENSSHAG00000003049		3	ENSP00000493024	0	0.00	0
ENSG00000303721		37.41							
ENSG00000260624		45.87							
ENSG00000232908	HSD17B7P1	44.74							
ENSG00000273008	CSGALNACT2-DT	54.37							
ENSG00000197591	OR11L1	51.08							
ENSG00000303732		39.90							
ENSG00000162722	TRIM58	43.73	ENSSHAG00000026806		1	ENSP00000355437	0	60.44	0
ENSG00000226387	SORCS3-AS1	46.24							
ENSG00000303756		61.35							
ENSG00000303775		36.63							
ENSG00000303836		43.76							
ENSG00000250458		45.51							
ENSG00000303862		45.12							
ENSG00000185904	LINC00839	43.45							
ENSG00000250484	PPIAP76	47.45							
ENSG00000258647	LINC00930	46.07							
ENSG00000273267		51.08							
ENSG00000251460		54.94							
ENSG00000118816	CCNI	39.30	ENSSHAG00000005656	CCNI	6	ENSP00000237654	100	100.00	1
ENSG00000238243	OR2W3	56.93							
ENSG00000177275	OR2AJ1	35.46	ENSSHAG00000024118		3	ENSP00000325078	25	0.00	0
ENSG00000177275	OR2AJ1	35.46	ENSSHAG00000025981		3	ENSP00000325078	25	0.00	0
ENSG00000177275	OR2AJ1	35.46	ENSSHAG00000022455		3	ENSP00000325078	25	0.00	0
ENSG00000259268		46.09							
ENSG00000308975		50.00							
ENSG00000226191	CLK3P2	59.60							
ENSG00000309029		41.77							
ENSG00000224830	OR2X1P	34.93							
ENSG00000279263	OR2L8	44.94	ENSSHAG00000002630		3	ENSP00000485287	25	0.00	0
ENSG00000279263	OR2L8	44.94	ENSSHAG00000026225		3	ENSP00000485287	50	0.00	0
ENSG00000279263	OR2L8	44.94	ENSSHAG00000023882		3	ENSP00000485287	25	0.00	0
ENSG00000309033		35.15							
ENSG00000197532	OR6Y1	37.53							
ENSG00000309049		42.98							
ENSG00000309050		43.83							
ENSG00000234512	TLR12P	56.32							
ENSG00000302375		39.85							
ENSG00000309058		40.43							
ENSG00000235907		39.40							
ENSG00000302387		45.85							
ENSG00000121903	ZSCAN20	44.26	ENSSHAG00000005539		3	ENSP00000507139	0	11.10	0
ENSG00000121903	ZSCAN20	44.26	ENSSHAG00000006099		3	ENSP00000507139	50	83.45	1
ENSG00000302440		45.00							
ENSG00000261543		48.78							
ENSG00000309077		40.54							
ENSG00000303926		35.90							
ENSG00000215117	LINC00588	36.55							
ENSG00000226990		41.37							
ENSG00000188573	FBLL1	69.02							
ENSG00000120137	PANK3	37.52	ENSSHAG00000016160	PANK3	2	ENSP00000239231	100	100.00	1
ENSG00000293376		35.69							
ENSG00000198104	OR2T6	37.40	ENSSHAG00000002269		1	ENSP00000493366	25	0.00	0
ENSG00000177233	OR2M1P	47.74							
ENSG00000162727	OR2M5	47.82							
ENSG00000302523		59.94							
ENSG00000303941		36.23							
ENSG00000302612		55.70							
ENSG00000198601	OR2M2	35.30							
ENSG00000259754		40.32							
ENSG00000303943		37.24							
ENSG00000303957		40.27							
ENSG00000239428	GM2AP2	54.09							
ENSG00000289443		37.16							
ENSG00000303970		44.43							
ENSG00000234333	CYCSP53	41.89							
ENSG00000253861	SLC2A3P1	45.14							
ENSG00000288888		37.80							
ENSG00000199035	MIR103A1	48.72							
ENSG00000303971		47.32							
ENSG00000292277		48.77							
ENSG00000283612	MIR103B1	46.77							
ENSG00000293704		41.93							
ENSG00000233913	RPL10P9	54.11							
ENSG00000034971	MYOC	45.72	ENSSHAG00000017025	MYOC	4	ENSP00000037502	100	100.00	1
ENSG00000304007		40.64							
ENSG00000293755		39.21							
ENSG00000207261	RNU6-738P	37.74							
ENSG00000248577		42.14							
ENSG00000106012	IQCE	52.81							
ENSG00000293756		40.47							
ENSG00000304022		45.35							
ENSG00000250629		40.75							
ENSG00000293769		53.67							
ENSG00000304028		36.63							
ENSG00000145623	OSMR	40.64	ENSSHAG00000011872	OSMR	1	ENSP00000274276	100	94.40	0
ENSG00000273162		47.79							
ENSG00000259572	LINC01491	40.83							
ENSG00000249348	UGDH-AS1	42.37							
ENSG00000304044		36.37							
ENSG00000288844		61.20							
ENSG00000187730	GABRD	62.51	ENSSHAG00000002374	GABRD	3	ENSP00000367848	100	100.00	1
ENSG00000290956	FAM21EP	45.72							
ENSG00000255458	SMIM14-DT	44.06							
ENSG00000168137	SETD5	39.13	ENSSHAG00000014669	SETD5	1	ENSP00000385852	100	100.00	1
ENSG00000230848		49.23							
ENSG00000272356		41.23							
ENSG00000220392	FCF1P5	40.66							
ENSG00000229276	REV3L-IT1	37.95							
ENSG00000309244		45.32							
ENSG00000218676	BRD7P4	43.17							
ENSG00000309269		37.38							
ENSG00000025039	RRAGD	42.23	ENSSHAG00000014220	RRAGD	4	ENSP00000358423	100	100.00	1
ENSG00000275649		40.29							
ENSG00000293809		40.58							
ENSG00000293831		43.26							
ENSG00000287262		42.84							
ENSG00000293837		36.04							
ENSG00000309297		40.11							
ENSG00000285803		43.50							
ENSG00000218965	NACAP7	45.79							
ENSG00000293868		54.67							
ENSG00000293882		35.35							
ENSG00000226197		37.91							
ENSG00000135299	ANKRD6	43.03	ENSSHAG00000015016	ANKRD6	4	ENSP00000345767	100	100.00	1
ENSG00000293888		41.09							
ENSG00000293907		36.17							
ENSG00000293918		33.78							
ENSG00000304082		46.57							
ENSG00000133812	SBF2	38.48	ENSSHAG00000018735		6	ENSP00000256190	100	67.37	0
ENSG00000302845		41.18							
ENSG00000293926		37.93							
ENSG00000309137		36.61							
ENSG00000309155		46.87							
ENSG00000293931		40.56							
ENSG00000302974		41.43							
ENSG00000293935		33.08							
ENSG00000309172		50.08							
ENSG00000293998		35.35							
ENSG00000253196		57.35							
ENSG00000257060		43.38							
ENSG00000251511		34.38							
ENSG00000294010		36.16							
ENSG00000294018		37.48							
ENSG00000261437	LINC02894	52.23							
ENSG00000294044		37.88							
ENSG00000164327	RICTOR	35.53	ENSSHAG00000011344	RICTOR	1	ENSP00000349959	100	99.13	1
ENSG00000294059		34.08							
ENSG00000304099		44.30							
ENSG00000304109	LINC03029	54.66							
ENSG00000270620		39.34							
ENSG00000294067		59.57							
ENSG00000304114		52.78							
ENSG00000304168		59.14							
ENSG00000116809	ZBTB17	51.22	ENSSHAG00000004679	ZBTB17	3	ENSP00000364895	100	93.89	1
ENSG00000294069		32.86							
ENSG00000304184		45.57							
ENSG00000304195		38.32							
ENSG00000283083	LINC02498	40.04							
ENSG00000309211		48.64							
ENSG00000290458		39.32							
ENSG00000270547	LINC01235	37.92							
ENSG00000309230		52.50							
ENSG00000304249		45.75							
ENSG00000309245		48.90							
ENSG00000244791		38.73							
ENSG00000304270		44.87							
ENSG00000304285		40.01							
ENSG00000304329		39.68							
ENSG00000249334		41.44							
ENSG00000251127		39.17							
ENSG00000231187	SYT15-AS1	49.85							
ENSG00000255491		43.73							
ENSG00000289496		41.07							
ENSG00000309344		57.21							
ENSG00000229278		42.59							
ENSG00000309345		38.84							
ENSG00000089159	PXN	53.01	ENSSHAG00000000074		1	ENSP00000489840	100	66.23	0
ENSG00000249152	LNCPRESS2	37.44							
ENSG00000253974	NRG1-IT1	37.76							
ENSG00000309396		44.26							
ENSG00000309409		46.82							
ENSG00000309427		59.47							
ENSG00000168748	CA7	55.32	ENSSHAG00000003237	CA7	2	ENSP00000345659	100	100.00	1
ENSG00000309428		56.44							
ENSG00000304353		52.55							
ENSG00000260475	SLC25A28-DT	59.40							
ENSG00000309319		51.13							
ENSG00000309322		49.10							
ENSG00000304355		37.83							
ENSG00000309331		40.96							
ENSG00000304373		38.94							
ENSG00000309333		43.72							
ENSG00000236426		49.68							
ENSG00000246582	TNFRSF10A-DT	44.78							
ENSG00000309491		60.54							
ENSG00000232739		45.07							
ENSG00000309504		61.38							
ENSG00000309565		59.71							
ENSG00000304388		42.79							
ENSG00000230098	TCERG1L-AS1	51.74							
ENSG00000304392		45.42							
ENSG00000258702		47.24							
ENSG00000304395		41.65							
ENSG00000250714		41.58							
ENSG00000294131		42.24							
ENSG00000304413		45.80							
ENSG00000172840	PDP2	48.25	ENSSHAG00000024705	PDP2	2	ENSP00000309548	100	100.00	1
ENSG00000304433		46.91							
ENSG00000309401		42.35							
ENSG00000304434		44.74							
ENSG00000309450		53.77							
ENSG00000304441		39.64							
ENSG00000309460		37.90							
ENSG00000304451		47.77							
ENSG00000253380		35.81							
ENSG00000304473		48.81							
ENSG00000309479		40.06							
ENSG00000304475		41.59							
ENSG00000253901		37.71							
ENSG00000304525		54.53							
ENSG00000309586		54.21							
ENSG00000304527		58.78							
ENSG00000249727		39.94							
ENSG00000232767	HSPA12A-AS1	49.87							
ENSG00000309611		45.44							
ENSG00000309617		42.59							
ENSG00000253270		43.95							
ENSG00000234607		45.83							
ENSG00000309620		41.70							
ENSG00000309496		40.39							
ENSG00000294145		41.14							
ENSG00000231353		37.69							
ENSG00000275503		62.71							
ENSG00000294158		35.93							
ENSG00000277332		59.79							
ENSG00000224966	TBC1D3P6	62.20							
ENSG00000289969		54.67							
ENSG00000234181	PIGO-AS1	51.89							
ENSG00000183888	SRARP	52.32							
ENSG00000166592	RRAD	59.85	ENSSHAG00000027207	RRAD	2	ENSP00000299759	100	100.00	1
ENSG00000304538		41.26							
ENSG00000309636		38.54							
ENSG00000289586		41.95							
ENSG00000225913		40.51							
ENSG00000309658		40.42							
ENSG00000309674		52.51							
ENSG00000309688		59.92							
ENSG00000233078		54.69							
ENSG00000289440		44.56							
ENSG00000173641	HSPB7	61.04	ENSSHAG00000002023	HSPB7	3	ENSP00000310111	100	100.00	1
ENSG00000204054	LINC00963	54.95							
ENSG00000303098		40.79							
ENSG00000234311	LINC03068	55.86							
ENSG00000309630		43.02							
