Gene stable ID	Gene name	Gene % GC content	Mouse gene stable ID	Last common ancestor with Mouse	Mouse homology type	%id. target Mouse gene identical to query gene	%id. query gene identical to target Mouse gene	Mouse Gene-order conservation score	Mouse Whole-genome alignment coverage	Mouse orthology confidence [0 low, 1 high]
ENSG00000254798	TFAMP2	36.45								
ENSG00000224776	RPSAP50	49.77								
ENSG00000270423		36.60								
ENSG00000255210		57.82								
ENSG00000149289	ZC3H12C	37.23	ENSMUSG00000035164	Euarchontoglires	ortholog_one2one	91.9592	91.8552	100	99.81	1
ENSG00000299062		52.29								
ENSG00000290021		52.68								
ENSG00000197601	FAR1	36.04	ENSMUSG00000030759	Boreoeutheria	ortholog_one2one	98.0583	98.0583	100	100.00	1
ENSG00000299067		44.27								
ENSG00000289331		46.03								
ENSG00000300182		51.73								
ENSG00000224049		43.32								
ENSG00000299095		52.23								
ENSG00000250132		45.76								
ENSG00000174500	GCSAM	40.80	ENSMUSG00000022659	Euarchontoglires	ortholog_one2one	56.1798	55.2486	100	100.00	1
ENSG00000299158		38.16								
ENSG00000299164		40.51								
ENSG00000285486		50.72								
ENSG00000299173		36.83								
ENSG00000257114	LINC02450	41.04								
ENSG00000300199		50.06								
ENSG00000267535	LINC00868	48.65								
ENSG00000228157		55.21								
ENSG00000299195		60.78								
ENSG00000289831		46.71								
ENSG00000300225		54.64								
ENSG00000261488	TBILA	42.54								
ENSG00000299221		51.58								
ENSG00000300229		51.22								
ENSG00000255301		66.89								
ENSG00000299236		41.30								
ENSG00000172139	SLC9C1	37.23	ENSMUSG00000033210	Euarchontoglires	ortholog_one2one	66.2702	66.383	100	99.06	1
ENSG00000116981	NT5C1A	51.12	ENSMUSG00000054958	Euarchontoglires	ortholog_one2one	94.2935	95.0685	100	100.00	1
ENSG00000213593	TMX2	45.81	ENSMUSG00000050043	Eutheria	ortholog_one2one	92.5676	92.8814	100	100.00	1
ENSG00000299244		41.25								
ENSG00000300255		53.68								
ENSG00000205325		43.93								
ENSG00000278916	CEP83-DT	44.51								
ENSG00000299252		48.66								
ENSG00000084072	PPIE	45.04	ENSMUSG00000028651	Euarchontoglires	ortholog_one2one	98.3389	98.3389	100	100.00	1
ENSG00000215039	CD27-AS1	49.80								
ENSG00000300301		52.19								
ENSG00000300308		48.53								
ENSG00000262188	LINC01978	59.58								
ENSG00000068615	REEP1	46.05	ENSMUSG00000052852	Eutheria	ortholog_one2one	95.7747	95.7747	100	100.00	1
ENSG00000262585	LINC01979	58.54								
ENSG00000225084		48.27								
ENSG00000300372		51.35								
ENSG00000300392		51.55								
ENSG00000290827		45.12								
ENSG00000300394		54.92								
ENSG00000300405		50.80								
ENSG00000279051	OR6Q1	49.58								
ENSG00000254461		53.22								
ENSG00000300406		41.16								
ENSG00000254855	KLC2-AS1	60.67								
ENSG00000289877		52.80								
ENSG00000254762	KLC2-AS2	63.84								
ENSG00000254452		60.36								
ENSG00000265313	LINC01476	44.18								
ENSG00000174851	YIF1A	58.96	ENSMUSG00000024875	Euarchontoglires	ortholog_one2one	92.4915	92.4915	100	100.00	1
ENSG00000244144	INAVAP1	69.56								
ENSG00000174776	WDR49	36.51	ENSMUSG00000104301	Euarchontoglires	ortholog_one2one	51.2869	75.7747	100	100.00	1
ENSG00000300438		42.94								
ENSG00000257835		37.61								
ENSG00000300447		44.54								
ENSG00000299304		47.34								
ENSG00000299319		48.04								
ENSG00000300449		42.62								
ENSG00000299341		45.07								
ENSG00000300454		52.57								
ENSG00000258066		36.87								
ENSG00000300458		35.57								
ENSG00000300461		46.90								
ENSG00000291084	ALOX12P2	42.20								
ENSG00000259862		46.48								
ENSG00000299418		46.93								
ENSG00000256259	LINC02425	38.73								
ENSG00000289711		46.67								
ENSG00000116985	BMP8B	55.56								
ENSG00000299468		68.07								
ENSG00000299479		37.01								
ENSG00000299515		32.51								
ENSG00000299528		37.43								
ENSG00000115561	CHMP3	40.96	ENSMUSG00000053119	Eutheria	ortholog_one2one	96.8468	95.9821	100	100.00	1
ENSG00000299529		59.86								
ENSG00000197503	LINC00477	39.61								
ENSG00000198754	OXCT2	63.36	ENSMUSG00000076436	Euarchontoglires	ortholog_one2many	75.6286	75.1923	0	0.00	0
ENSG00000198754	OXCT2	63.36	ENSMUSG00000076438	Euarchontoglires	ortholog_one2many	75.4352	75	100	100.00	1
ENSG00000299602		41.27								
ENSG00000285905	BMP8B-AS1	50.76								
ENSG00000299604		48.51								
ENSG00000261798		64.13								
ENSG00000229213		53.90								
ENSG00000299616		55.65								
ENSG00000285545		43.30								
ENSG00000260196		48.42								
ENSG00000286566		38.66								
ENSG00000043514	TRIT1	42.31	ENSMUSG00000028653	Euarchontoglires	ortholog_one2one	89.2934	89.2934	100	100.00	1
ENSG00000299624		55.01								
ENSG00000286866		50.76								
ENSG00000299684		51.26								
ENSG00000299726		45.64								
ENSG00000299735		39.67								
ENSG00000299754		37.97								
ENSG00000006071	ABCC8	50.03	ENSMUSG00000040136	Eutheria	ortholog_one2one	95.4459	95.0252	50	99.95	1
ENSG00000114115	RBP1	48.01	ENSMUSG00000046402	Eutheria	ortholog_one2one	65.9898	96.2963	100	100.00	1
ENSG00000299765		38.86								
ENSG00000299832		61.61								
ENSG00000299889		40.69								
ENSG00000299893		47.88								
ENSG00000299894		51.83								
ENSG00000299901		47.16								
ENSG00000299911		52.37								
ENSG00000299930		51.84								
ENSG00000299940		69.45								
ENSG00000200563	RNU6-640P	36.19								
ENSG00000299966		37.39								
ENSG00000239305	RNF103	39.04	ENSMUSG00000052656	Euarchontoglires	ortholog_one2one	95.4744	95.754	100	100.00	1
ENSG00000299983		45.55								
ENSG00000260423	LINC02367	42.75								
ENSG00000236297	EEF1A1P23	43.36								
ENSG00000293063		37.93								
ENSG00000214289	RPL39P5	41.06								
ENSG00000293138		48.96								
ENSG00000267666		55.05								
ENSG00000226652	PSMD10P2	46.43								
ENSG00000293182		46.39								
ENSG00000308766		64.95								
ENSG00000070404	FSTL3	64.93	ENSMUSG00000020325	Euarchontoglires	ortholog_one2one	81.3688	83.5938	100	100.00	1
ENSG00000241358		37.89								
ENSG00000293191		37.16								
ENSG00000229320	KRT8P12	56.41								
ENSG00000198284	NUP210P1	54.26								
ENSG00000300509		60.15								
ENSG00000300010		41.27								
ENSG00000300605		48.32								
ENSG00000300031		46.47								
ENSG00000250751		48.84								
ENSG00000271161	BOLA2P2	57.20								
ENSG00000293229		47.09								
ENSG00000144233	AMMECR1L	45.76	ENSMUSG00000041915	Euarchontoglires	ortholog_one2one	98.3871	98.3871	75	100.00	1
ENSG00000300036		61.52								
ENSG00000234371	RPSAP31	51.96								
ENSG00000300827		36.78								
ENSG00000300044		42.14								
ENSG00000244119	PDCL3P4	45.00								
ENSG00000300046		44.65								
ENSG00000244681	MTHFD2P1	44.55								
ENSG00000271943	TPM4P2	52.21								
ENSG00000300047		53.96								
ENSG00000132967	HMGB1P5	43.93								
ENSG00000300080		42.31								
ENSG00000293339		40.83								
ENSG00000300090		35.82								
ENSG00000235156	TMEM30CP	41.82								
ENSG00000225231	LINC02470	36.38								
ENSG00000300841		35.58								
ENSG00000300845		36.80								
ENSG00000301067		53.26								
ENSG00000242104	LRRC78P	43.34								
ENSG00000266990		65.26								
ENSG00000300867		36.37								
ENSG00000116032	GRIN3B	64.92	ENSMUSG00000035745	Euarchontoglires	ortholog_one2one	76.0307	79.0628	100	100.00	1
ENSG00000224479	CDHR18P	38.49								
ENSG00000300893		36.46								
ENSG00000288750		60.11								
ENSG00000261603	PRSS46P	42.94								
ENSG00000300921		39.33								
ENSG00000286651	PRSS43P	52.88								
ENSG00000300151		39.90								
ENSG00000226074	PRSS44P	52.81								
ENSG00000300165		38.81								
ENSG00000063660	GPC1	64.64	ENSMUSG00000034220	Eutheria	ortholog_one2one	88.5305	88.6894	100	100.00	1
ENSG00000300204		33.30								
ENSG00000263684		41.98								
ENSG00000178055	PRSS42P	51.35								
ENSG00000257932		50.76								
ENSG00000266535		45.87								
ENSG00000300241		44.31								
ENSG00000257849		37.97								
ENSG00000266402	SNHG25	54.71								
ENSG00000182087	TMEM259	65.70	ENSMUSG00000013858	Euarchontoglires	ortholog_one2one	81.2903	87.8049	100	100.00	1
ENSG00000236409	NRADDP	54.14								
ENSG00000300289		47.32								
ENSG00000300345		36.89								
ENSG00000300370		51.10								
ENSG00000283511		51.51								
ENSG00000300385		47.40								
ENSG00000224792	IQCF4P	49.73								
ENSG00000267250		40.68								
ENSG00000300413		39.47								
ENSG00000293437	IQCF4P	49.09								
ENSG00000257741	LINC01490	36.01								
ENSG00000225873	C3orf86P	57.46								
ENSG00000233441	CYP2AB1P	50.99								
ENSG00000263370		44.53								
ENSG00000301127		45.63								
ENSG00000174899	SLC66A1LP	35.59								
ENSG00000263586	HID1-AS1	56.74								
ENSG00000301139		44.32								
ENSG00000246082	NUDT16L2P	54.50								
ENSG00000244227	LRRC77P	35.44								
ENSG00000300534		43.92								
ENSG00000301145		40.52								
ENSG00000301153		62.94								
ENSG00000240661	BTNL12P	40.66								
ENSG00000301165		40.57								
ENSG00000047457	CP	37.36	ENSMUSG00000003617	Euarchontoglires	ortholog_one2one	82.5352	80.9392	50	100.00	1
ENSG00000301193		51.74								
ENSG00000287928		41.76								
ENSG00000300568		44.06								
ENSG00000207611	MIR149	71.91								
ENSG00000178623	GPR35	53.14	ENSMUSG00000026271	Euarchontoglires	ortholog_one2one	72.4919	72.9642	75	100.00	1
ENSG00000301226		57.09								
ENSG00000301239		52.42								
ENSG00000264914		48.45								
ENSG00000257095		43.25								
ENSG00000301334		42.16								
ENSG00000300607		38.02								
ENSG00000241524	RN7SL632P	47.74								
ENSG00000237024	RPL21P33	45.25								
ENSG00000246695	RASSF8-AS1	43.33								
ENSG00000249906	NGFR-AS1	51.77								
ENSG00000201076	RNU4-51P	37.14								
ENSG00000267520		37.93								
ENSG00000237522	NONOP2	47.93								
ENSG00000232713	RPS12P3	46.88								
ENSG00000267405		49.57								
ENSG00000222251	RNA5SP95	45.26								
ENSG00000274177		71.32								
ENSG00000162928	PEX13	39.79	ENSMUSG00000020283	Euarchontoglires	ortholog_one2one	91.3151	90.8642	100	100.00	1
ENSG00000207357	RNU6-2	45.79	ENSMUSG00000119766	Amniota	ortholog_one2many	100	100		0.00	0
ENSG00000064666	CNN2	59.72	ENSMUSG00000004665	Eutheria	ortholog_one2one	94.822	96.0656	100	100.00	1
ENSG00000227517	LINC01483	38.65								
ENSG00000162924	REL	37.63	ENSMUSG00000020275	Euarchontoglires	ortholog_one2one	76.1499	76.0204	100	100.00	1
ENSG00000202222	Y_RNA	41.59								
ENSG00000207356	Y_RNA	44.04								
ENSG00000168389	MFSD2A	53.70	ENSMUSG00000028655	Boreoeutheria	ortholog_one2one	85.0943	84.4569	100	100.00	1
ENSG00000289949		44.77								
ENSG00000300657		46.72								
ENSG00000300664		50.18								
ENSG00000256440		39.05								
ENSG00000257176		37.36								
ENSG00000144504	ANKMY1	49.38	ENSMUSG00000034212	Euarchontoglires	ortholog_one2one	64.8544	66.6667	100	96.04	1
ENSG00000300696		33.54								
ENSG00000203593		38.34								
ENSG00000175061	SNHG29	52.30								
ENSG00000300781		37.26								
ENSG00000300812		45.19								
ENSG00000279753		57.99								
ENSG00000257438		44.66								
ENSG00000064687	ABCA7	60.53	ENSMUSG00000035722	Euarchontoglires	ortholog_one2one	77.6794	76.9266	100	99.53	1
ENSG00000257894		38.48								
ENSG00000240216	CPHL1P	38.87								
ENSG00000203585	LINC02408	40.79								
ENSG00000257514		36.69								
ENSG00000300851		47.06								
ENSG00000289384		36.31								
ENSG00000163762	TM4SF18	37.76								
ENSG00000300858		41.49								
ENSG00000300868		47.94								
ENSG00000300870		40.78								
ENSG00000300887		39.12								
ENSG00000300895		41.99								
ENSG00000228477		57.66								
ENSG00000229943		34.13								
ENSG00000261213		30.35								
ENSG00000224127		49.80								
ENSG00000162624	LHX8	39.78	ENSMUSG00000096225	Eutheria	ortholog_one2one	96.2428	96.2428	100	100.00	1
ENSG00000239388	ASB14	38.40	ENSMUSG00000021898	Euarchontoglires	ortholog_one2one	83.3049	83.3049	100	100.00	1
ENSG00000300918		49.96								
ENSG00000300925		40.96								
ENSG00000300933		51.75								
ENSG00000300943		38.29								
ENSG00000300944		48.47								
ENSG00000289303		51.88								
ENSG00000033867	SLC4A7	36.85	ENSMUSG00000021733	Eutheria	ortholog_one2one	84.9087	94.5181	50	100.00	1
ENSG00000288814		39.29								
ENSG00000250166	C2CD5-AS1	36.52								
ENSG00000224149	LHX8-AS1	52.82								
ENSG00000206999	RNU6-622P	39.81								
ENSG00000162643	DNAI3	39.43	ENSMUSG00000043020	Euarchontoglires	ortholog_one2one	81.4815	78.6566	100	100.00	1
ENSG00000300988		41.65								
ENSG00000286258		43.82								
ENSG00000257407		45.13								
ENSG00000300994		50.06								
ENSG00000257023	ETNK1-DT	37.72								
ENSG00000301003		40.49								
ENSG00000301005		41.08								
ENSG00000257193	LINC02385	44.17								
ENSG00000269782	MIR1470	81.97								
ENSG00000105122	RASAL3	57.15	ENSMUSG00000052142	Euarchontoglires	ortholog_one2one	81.2067	78.7152	100	100.00	1
ENSG00000257242	LINC01619	38.41								
ENSG00000301011		41.16								
ENSG00000255727	LINC01489	39.98								
ENSG00000301037		40.23								
ENSG00000161031	PGLYRP2	48.04	ENSMUSG00000079563	Euarchontoglires	ortholog_one2one	67.1875	73.0189	100	100.00	1
ENSG00000301057		38.65								
ENSG00000301074		50.99								
ENSG00000257507	LINC02373	41.45								
ENSG00000301109		52.06								
ENSG00000055732	MCOLN3	40.77	ENSMUSG00000036853	Eutheria	ortholog_one2one	91.1392	91.1392	100	100.00	1
ENSG00000171954	CYP4F22	49.25	ENSMUSG00000061126	Eutheria	ortholog_one2one	86.629	86.4662	75	100.00	1
ENSG00000301111		44.54								
ENSG00000301157		53.16								
ENSG00000286922		41.80								
ENSG00000269765		46.56								
ENSG00000275180		45.78								
ENSG00000304571		46.62								
ENSG00000287365		45.69								
ENSG00000269516	CYP4F23P	47.73								
ENSG00000301242		43.89								
ENSG00000301254		38.85								
ENSG00000301263		67.13								
ENSG00000213772	EIF1P7	44.21								
ENSG00000301268		38.80								
ENSG00000301277		55.63								
ENSG00000290595		50.82								
ENSG00000301284		38.68								
ENSG00000119185	ITGB1BP1	45.06	ENSMUSG00000062352	Eutheria	ortholog_one2one	94	94	50	100.00	1
ENSG00000301366		44.81								
ENSG00000125503	PPP1R12C	57.68	ENSMUSG00000019254	Euarchontoglires	ortholog_one2one	87.2123	87.2123	100	100.00	1
ENSG00000301399		44.18								
ENSG00000205791	LOH12CR2	45.17								
ENSG00000301531		37.13								
ENSG00000266110	MIR4423	41.25								
ENSG00000280099		38.21								
ENSG00000301538		35.93								
ENSG00000097096	SYDE2	36.93	ENSMUSG00000036863	Euarchontoglires	ortholog_one2one	74.6231	67.8082	75	100.00	1
ENSG00000301546		44.31								
ENSG00000301564		59.45								
ENSG00000301604		36.21								
ENSG00000301605		50.97								
ENSG00000301632		50.12								
ENSG00000258068		42.33								
ENSG00000301644		38.58								
ENSG00000289712		43.38								
ENSG00000117598	PLPPR5	37.28	ENSMUSG00000033342	Euarchontoglires	ortholog_one2one	92.5234	78.3641	100	100.00	1
ENSG00000256020		47.26								
ENSG00000301649		46.61								
ENSG00000256672	LINC02455	44.25								
ENSG00000301676		43.88								
ENSG00000301690		44.30								
ENSG00000185847	LINC01405	45.16								
ENSG00000227034		43.97								
ENSG00000252682		47.06	ENSMUSG00002075374	Euteleostomi	ortholog_one2many	88.2353	83.3333		100.00	1
ENSG00000212292	RNU6-239P	36.36								
ENSG00000222457	RNU6-121P	35.35								
ENSG00000278694		52.49								
ENSG00000143595	AQP10	52.64								
ENSG00000287170		53.96								
ENSG00000269303	GRAMD1A-AS1	54.84								
ENSG00000301358		55.53								
ENSG00000227392	HPN-AS1	53.02								
ENSG00000267505		50.07								
ENSG00000290366		50.10								
ENSG00000143515	ATP8B2	52.39	ENSMUSG00000060671	Euarchontoglires	ortholog_one2one	97.1429	97.1429	100	100.00	1
ENSG00000177406	NINJ2-AS1	46.32								
ENSG00000301724		52.67								
ENSG00000301394		40.18								
ENSG00000258240	LINC01404	41.69								
ENSG00000301737		45.89								
ENSG00000301409		47.98								
ENSG00000301413		57.68								
ENSG00000301742		45.50								
ENSG00000301419		39.87								
ENSG00000301751		38.02								
ENSG00000263342		56.13								
ENSG00000089327	FXYD5	49.41								
ENSG00000301752		43.56								
ENSG00000301434		44.52								
ENSG00000287200		56.25								
ENSG00000301436		53.69								
ENSG00000301461		45.91								
ENSG00000262898		51.92								
ENSG00000119203	CPSF3	42.05	ENSMUSG00000054309	Boreoeutheria	ortholog_one2one	98.538	98.538	100	100.00	1
ENSG00000301788		38.77								
ENSG00000160753	RUSC1	58.03	ENSMUSG00000041263	Euarchontoglires	ortholog_one2one	83.8137	73.3981	100	100.00	1
ENSG00000286043		39.17								
ENSG00000301817		42.84								
ENSG00000257605	MYG1-AS1	54.14								
ENSG00000301883		66.30								
ENSG00000260329	TMEM263-DT	47.83								
ENSG00000223914	LINC02471	36.57								
ENSG00000301514		36.89								
ENSG00000293087	RPL23AP87	43.34								
ENSG00000301972		61.21								
ENSG00000225342	LRRK2-DT	36.33								
ENSG00000262094		47.77								
ENSG00000301985		54.97								
ENSG00000301992		35.42								
ENSG00000260943	LINC02555	34.56								
ENSG00000234203		55.80								
ENSG00000301567		56.41								
ENSG00000302012		37.32								
ENSG00000302017		67.24								
ENSG00000301583		38.31								
ENSG00000263609	LINC02002	36.14								
ENSG00000256721	CACNA1C-IT3	47.62								
ENSG00000302086		32.12								
ENSG00000302110		45.59								
ENSG00000255867	DENND5B-AS1	44.76								
ENSG00000134330	IAH1	45.86	ENSMUSG00000062054	Euarchontoglires	ortholog_one2one	83.871	83.5341	100	100.00	1
ENSG00000301600		58.84								
ENSG00000261879	ZNF594-DT	47.57								
ENSG00000302187		49.41								
ENSG00000287618		38.55								
ENSG00000302242		49.15								
ENSG00000276487		45.49								
ENSG00000258235		37.50								
ENSG00000264956		42.46								
ENSG00000302314		36.70								
ENSG00000257955		45.08								
ENSG00000256424	LINC02414	52.46								
ENSG00000301619		61.62								
ENSG00000290082		63.82								
ENSG00000301634		63.13								
ENSG00000290056		49.26								
ENSG00000263050	DPH1-AS1	54.29								
ENSG00000302330		44.38								
ENSG00000294495		47.86								
ENSG00000249926		51.69								
ENSG00000299858		43.47								
ENSG00000297373		54.02								
ENSG00000287553		62.61								
ENSG00000297388		59.75								
ENSG00000178130	FAM27E5	55.60								
ENSG00000293983		59.80								
ENSG00000293959		55.75								
ENSG00000116584	ARHGEF2	50.95	ENSMUSG00000028059	Eutheria	ortholog_one2one	87.5254	72.9501	100	100.00	1
ENSG00000301815		44.75								
ENSG00000267446		48.60								
ENSG00000257283		41.22								
ENSG00000263571		47.67								
ENSG00000294019		62.38								
ENSG00000293999		60.41								
ENSG00000295083		49.57								
ENSG00000214772	GUCY2C-AS1	39.95								
ENSG00000295298		65.94								
ENSG00000134308	YWHAQ	40.32	ENSMUSG00000076432	Boreoeutheria	ortholog_one2one	99.5918	99.5918	100	100.00	1
ENSG00000301868		46.03								
ENSG00000105655	ISYNA1	66.22	ENSMUSG00000019139	Boreoeutheria	ortholog_one2one	88.3513	88.5099	100	100.00	1
ENSG00000267278	MAP3K14-AS1	54.30								
ENSG00000302422		43.48								
ENSG00000286869		44.59								
ENSG00000256339		37.39								
ENSG00000258274	CRADD-AS1	38.92								
ENSG00000207086	Y_RNA	42.06								
ENSG00000302441		47.97								
ENSG00000200034	RNU4-73P	39.01								
ENSG00000240960		40.96								
ENSG00000302446		35.85								
ENSG00000289909		51.02								
ENSG00000293499		61.58								
ENSG00000151694	ADAM17	41.31	ENSMUSG00000052593	Euarchontoglires	ortholog_one2one	92.1116	91.7775	100	100.00	1
ENSG00000302456		60.15								
ENSG00000247498	GPRC5D-AS1	43.10								
ENSG00000227543	SPAG5-AS1	48.73								
ENSG00000301916		51.26								
ENSG00000263317	LINC01982	37.10								
ENSG00000255621		41.83								
ENSG00000267665		49.87								
ENSG00000302516		46.46								
ENSG00000302533		38.40								
ENSG00000008382	MPND	55.95	ENSMUSG00000003199	Euarchontoglires	ortholog_one2one	82.8343	85.2156	100	100.00	1
ENSG00000256803		37.47								
ENSG00000302551		42.16								
ENSG00000302552		42.57								
ENSG00000257729		33.71								
ENSG00000258292	LINC02410	40.08								
ENSG00000258343	SNRPF-DT	40.21								
ENSG00000301955		49.33								
ENSG00000302609		40.79								
ENSG00000302010		48.17								
ENSG00000255910		37.71								
ENSG00000286356		45.25								
ENSG00000198730	CTR9	41.10	ENSMUSG00000005609	Eutheria	ortholog_one2one	97.6982	97.6982	100	100.00	1
ENSG00000302047		47.31								
ENSG00000263293	EFCAB13-DT	40.41								
ENSG00000302684		37.17								
ENSG00000256499	LINC02468	35.68								
ENSG00000302733		36.47								
ENSG00000099840	IZUMO4	66.13	ENSMUSG00000055862	Euarchontoglires	ortholog_one2one	74.1379	75.7709	100	100.00	1
ENSG00000302754		37.31								
ENSG00000302755		41.23								
ENSG00000302115		48.75								
ENSG00000302132		58.66								
ENSG00000222007		44.83								
ENSG00000173113	TRMT112	56.28	ENSMUSG00000038812	Theria	ortholog_one2one	80.8	80.8	100	100.00	1
ENSG00000290377		44.06								
ENSG00000228499	TMSB10P1	53.79								
ENSG00000302777		48.11								
ENSG00000286005		54.98								
ENSG00000238812	RNU7-127P	46.77								
ENSG00000264676	RN7SL204P	58.40								
ENSG00000143297	FCRL5	42.98	ENSMUSG00000048031	Euarchontoglires	ortholog_one2one	28.1474	46.1409	100	87.57	0
ENSG00000207049	Y_RNA	41.18								
ENSG00000168505	GBX2	62.08	ENSMUSG00000034486	Euarchontoglires	ortholog_one2one	98.2759	98.2759	100	100.00	1
ENSG00000287075		38.49								
ENSG00000163539	CLASP2	36.82	ENSMUSG00000033392	Euarchontoglires	ortholog_one2one	81.7397	94.1852	100	100.00	1
ENSG00000302797		56.02								
ENSG00000302800		51.78								
ENSG00000258181		40.90								
ENSG00000302174		59.51								
ENSG00000254902	ANO1-AS1	53.19								
ENSG00000302186		46.34								
ENSG00000200745	RNU1-31P	46.02	ENSMUSG00000064605	Euteleostomi	ortholog_one2one	59.0909	69.7987		0.00	0
ENSG00000256417		42.53								
ENSG00000131626	PPFIA1	45.09	ENSMUSG00000037519	Euarchontoglires	ortholog_one2one	95.8403	90.9953	100	100.00	1
ENSG00000157985	AGAP1	47.33	ENSMUSG00000055013	Boreoeutheria	ortholog_one2one	91.4819	97.5124	100	100.00	1
ENSG00000237057	LINC02087	43.68								
ENSG00000302207		48.30								
ENSG00000302248		36.66								
ENSG00000177369	FLJ40194	46.99								
ENSG00000302820		41.98								
ENSG00000302823		44.24								
ENSG00000245017	LINC02453	43.97								
ENSG00000302308		52.39								
ENSG00000302320		60.36								
ENSG00000302333		36.08								
ENSG00000302336		53.52								
ENSG00000302377		43.84								
ENSG00000163518	FCRL4	42.07								
ENSG00000263004	AKAP1-DT	43.03								
ENSG00000267507		51.32								
ENSG00000275863	MIR7975	57.35								
ENSG00000105048	TNNT1	55.48	ENSMUSG00000064179	Eutheria	ortholog_one2one	89.5683	95.0382	100	100.00	1
ENSG00000264112		40.89								
ENSG00000302409		56.43								
ENSG00000302420		53.16								
ENSG00000256218		41.62								
ENSG00000302426		66.90								
ENSG00000302429		38.42								
ENSG00000302447		55.47								
ENSG00000302531		42.02								
ENSG00000302539		44.14								
ENSG00000302542		44.61								
ENSG00000281196	LINC00934	43.30								
ENSG00000302564		53.26								
ENSG00000261156	LINC01989	41.91								
ENSG00000256115	LINC02443	43.67								
ENSG00000270240		45.15								
ENSG00000160856	FCRL3	40.66								
ENSG00000302651		53.35								
ENSG00000264954	PRR29-AS1	54.49								
ENSG00000231189		38.09								
ENSG00000302658		38.45								
ENSG00000302706		49.71								
ENSG00000171951	SCG2	35.85	ENSMUSG00000050711	Euarchontoglires	ortholog_one2one	81.8476	81.8476	100	100.00	1
ENSG00000302723		52.63								
ENSG00000226539	MLXP1	50.28								
ENSG00000302760		50.53								
ENSG00000302763		50.97								
ENSG00000085449	WDFY1	42.71	ENSMUSG00000073643	Boreoeutheria	ortholog_one2one	97.8049	97.8049	100	97.23	1
ENSG00000264026	LINC02003	48.09								
ENSG00000302814		39.59								
ENSG00000302816		48.70								
ENSG00000265845		43.43								
ENSG00000272975	MYHAS	41.85								
ENSG00000302897		44.20								
ENSG00000302905		48.88								
ENSG00000251536		47.17								
ENSG00000302915		36.21								
ENSG00000302923		58.35								
ENSG00000135900	MRPL44	37.35	ENSMUSG00000026248	Euarchontoglires	ortholog_one2one	85.8434	85.5856	100	100.00	1
ENSG00000302947		37.31								
ENSG00000302950		37.50								
ENSG00000257718	CPNE8-AS1	43.40								
ENSG00000228802		38.29								
ENSG00000289928		51.45								
ENSG00000135919	SERPINE2	43.20	ENSMUSG00000026249	Euarchontoglires	ortholog_one2one	85.3904	85.3904	100	100.00	1
ENSG00000302981		51.98								
ENSG00000278743		57.43								
ENSG00000302996		38.76								
ENSG00000303038		39.67								
ENSG00000303057		57.14								
ENSG00000303058		45.67								
ENSG00000257890		39.76								
ENSG00000303142		47.22								
ENSG00000287442		53.27								
ENSG00000302825		39.98								
ENSG00000231700		42.83								
ENSG00000302846		47.94								
ENSG00000232366	VDAC1P9	43.16								
ENSG00000302851		38.75								
ENSG00000132704	FCRL2	40.89								
ENSG00000198496	NBR2	47.57								
ENSG00000303152		45.71								
ENSG00000303166		46.22								
ENSG00000303187		47.42								
ENSG00000287455		35.52								
ENSG00000303234		57.68								
ENSG00000303249		34.77								
ENSG00000303262		53.34								
ENSG00000152056	AP1S3	41.84	ENSMUSG00000054702	Euarchontoglires	ortholog_one2one	95.4545	95.4545	100	100.00	1
ENSG00000258096	SLC38A2-AS1	60.28								
ENSG00000265342		49.38								
ENSG00000302888		51.21								
ENSG00000265148	TSPOAP1-AS1	46.31								
ENSG00000303287		42.71								
ENSG00000303301		35.63								
ENSG00000254604		45.70								
ENSG00000255539		38.78								
ENSG00000254495		43.54								
ENSG00000291171		47.30								
ENSG00000254944	ATP5PBP5	44.08								
ENSG00000188909	BSX	54.23	ENSMUSG00000054360	Euarchontoglires	ortholog_one2one	95.7082	96.1207	100	100.00	1
ENSG00000285636		42.89								
ENSG00000266144	MIR4654	56.58								
ENSG00000227094		42.42								
ENSG00000213184	SAE1P1	49.71								
ENSG00000252262	RNA5SP61	43.00								
ENSG00000243669	RPL34P23	44.41								
ENSG00000286239		42.91								
ENSG00000207729	MIR556	27.37								
ENSG00000254706		49.67								
ENSG00000244641	RPS26P43	49.21								
ENSG00000233541	RPL31P47	47.30								
ENSG00000153561	RMND5A	40.31	ENSMUSG00000002222	Euarchontoglires	ortholog_one2one	100	100	100	100.00	1
ENSG00000109971	HSPA8	49.25								
ENSG00000171722	SPATA46	51.92	ENSMUSG00000042800	Euarchontoglires	ortholog_one2one	62.8353	80.3922	100	100.00	1
ENSG00000302910		49.48								
ENSG00000302925		55.73								
ENSG00000302931		43.59								
ENSG00000265206	MIR142HG	63.49								
ENSG00000239887	C1orf226	51.47								
ENSG00000302963		55.47								
ENSG00000302983		55.26								
ENSG00000264968		48.21								
ENSG00000198574	SH2D1B	41.40	ENSMUSG00000102418	Euarchontoglires	ortholog_one2many	65.1515	65.1515	75	75.86	1
ENSG00000198574	SH2D1B	41.40	ENSMUSG00000073494	Euarchontoglires	ortholog_one2many	65.9091	65.9091	75	54.96	1
ENSG00000172116	CD8B	46.84	ENSMUSG00000053044	Euarchontoglires	ortholog_one2many	52.8571	52.1127	100	100.00	1
ENSG00000266036	SLC9A3R1-AS1	61.69								
ENSG00000303027		42.20								
